Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,22,49.54,0,300.0,-1,49.54,0.0,1,0.0,0,49.54,SAT,,50.116,
2,1,7,12.92,0,300.0,-1,12.92,0.0,1,0.0,1,62.46,SAT,,14.062,
3,2,7,11.55,0,17.79860059579015,-1,11.55,0.0,1,0.0,1,74.01,SAT,,12.042,
4,2,22,55.52,0,67.18690006842017,-1,55.52,0.0,1,0.0,1,129.53,SAT,,56.093,
5,1,17,1.01,0,300.0,-1,1.01,0.0,1,0.0,1,130.54,SAT,,2.023,
6,3,17,0.92,0,2.315600019294023,-1,0.92,0.0,1,0.0,1,131.45999999999998,SAT,,2.049,
7,3,7,13.01,0,82.32020010088682,-1,13.01,0.0,1,0.0,1,144.46999999999997,SAT,,14.055,
8,3,22,57.13,0,65.40720001642704,-1,57.13,0.0,1,0.0,1,201.59999999999997,SAT,,58.095,
9,1,18,0.72,0,300.0,-1,0.72,0.0,1,0.0,2,202.31999999999996,SAT,,2.048,
10,4,7,12.62,0,17.79860059579015,-1,12.62,0.0,1,0.0,2,214.93999999999997,SAT,,14.05,
11,4,17,0.97,0,3.6442005712270737,-1,0.97,0.0,1,0.0,2,215.90999999999997,SAT,,2.043,
12,4,18,0.65,0,2.3832002918899056,-1,0.65,0.0,1,0.0,2,216.55999999999997,SAT,,2.043,
13,4,22,55.54,0,65.94150063430071,-1,55.54,0.0,1,0.0,2,272.09999999999997,SAT,,56.098,
14,1,16,0.85,0,300.0,-1,0.85,0.0,1,0.0,2,272.95,SAT,,2.044,
15,5,17,0.99,0,2.315600019294023,-1,0.99,0.0,1,0.0,2,273.94,SAT,,2.04,
16,5,7,12.04,0,82.2292000133276,-1,12.04,0.0,1,0.0,2,285.98,SAT,,14.054,
17,5,22,55.33,0,66.57720020820499,-1,55.33,0.0,1,0.0,2,341.31,SAT,,56.14,
18,1,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,3,341.31,TIMEOUT,,303.404,
19,6,18,0.69,0,1.9386001754283906,-1,0.69,0.0,1,0.0,3,342.0,SAT,,2.044,
20,6,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,3,342.0,TIMEOUT,,303.361,
21,6,7,12.28,0,17.840200428265334,-1,12.28,0.0,1,0.0,3,354.28,SAT,,14.054,
22,6,17,0.95,0,68.70010069419742,-1,0.95,0.0,1,0.0,3,355.22999999999996,SAT,,2.042,
23,6,16,0.87,0,67.46510012854934,-1,0.87,0.0,1,0.0,3,356.09999999999997,SAT,,2.039,
24,6,22,51.75,0,66.33410059695244,-1,51.75,0.0,1,0.0,3,407.84999999999997,SAT,,52.076,
25,1,19,0.5,0,300.0,-1,0.5,0.0,1,0.0,3,408.34999999999997,SAT,,2.042,
26,7,22,60.83,0,65.40460011770129,-1,60.83,0.0,1,0.0,3,469.17999999999995,SAT,,62.086,
27,1,3,2.5,0,300.0,-1,2.5,0.0,1,0.0,4,471.67999999999995,SAT,,4.039,
28,4,16,0.0,1,0.0,-1,0.0,0.0,0,0.0,4,471.67999999999995,TIMEOUT,Processed by ca.ubc.cs.beta.aeatk.targetalgorithmevaluator.decorators.helpers.CompleteZeroSecondCutoffRunsTargetAlgorithmEvaluatorDecorator,0.0,
29,1,12,1.55,0,300.0,-1,1.55,0.0,1,0.0,4,473.22999999999996,SAT,,2.046,
30,8,3,2.4,0,4.252600118863583,-1,2.4,0.0,1,0.0,4,475.62999999999994,SAT,,4.031,
31,8,17,1.03,0,3.5532004836678506,-1,1.03,0.0,1,0.0,4,476.6599999999999,SAT,,2.044,
32,8,16,0.95,0,2.214200336831808,-1,0.95,0.0,1,0.0,4,477.6099999999999,SAT,,2.027,
33,1,20,0.39,0,300.0,-1,0.39,0.0,1,0.0,5,477.9999999999999,SAT,,2.042,
34,9,17,1.02,0,2.315600019294023,-1,1.02,0.0,1,0.0,5,479.01999999999987,SAT,,2.027,
35,1,1,1.05,0,300.0,-1,1.05,0.0,1,0.0,5,480.0699999999999,SAT,,2.045,
36,10,22,65.40460011770129,1,65.40460011770129,-1,0.0,0.0,0,0.0,5,480.0699999999999,TIMEOUT,,67.135,
37,1,14,0.15,0,300.0,-1,0.15,0.0,1,0.0,6,480.21999999999986,SAT,,2.043,
38,11,7,11.81,0,17.79860059579015,-1,11.81,0.0,1,0.0,6,492.02999999999986,SAT,,12.055,
39,11,16,0.98,0,5.568200450736284,-1,0.98,0.0,1,0.0,6,493.0099999999999,SAT,,2.044,
40,11,12,1.13,0,4.294200677770377,-1,1.13,0.0,1,0.0,6,494.1399999999999,SAT,,2.024,
41,11,20,0.38,0,8.173400674360991,-1,0.38,0.0,1,0.0,6,494.51999999999987,SAT,,2.024,
42,11,18,0.71,0,7.679400302815438,-1,0.71,0.0,1,0.0,6,495.22999999999985,SAT,,2.027,
43,11,19,0.52,0,6.756400660026074,-1,0.52,0.0,1,0.0,6,495.74999999999983,SAT,,2.026,
44,11,3,2.36,0,6.0804001133620735,-1,2.36,0.0,1,0.0,6,498.10999999999984,SAT,,4.032,
45,11,14,0.16,0,300.0,-1,0.16,0.0,1,0.0,6,498.26999999999987,SAT,,2.044,
46,11,22,54.03,0,300.0,-1,54.03,0.0,1,0.0,6,552.2999999999998,SAT,,54.079,
47,11,17,0.6,0,300.0,-1,0.6,0.0,1,0.0,6,552.8999999999999,SAT,,2.018,
48,11,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,6,552.8999999999999,TIMEOUT,,303.363,
49,1,5,0.17,0,300.0,-1,0.17,0.0,1,0.0,6,553.0699999999998,SAT,,2.022,
50,12,12,1.32,0,3.017600279647112,-1,1.32,0.0,1,0.0,6,554.3899999999999,SAT,,2.019,
51,12,16,0.81,0,19.205200288790465,-1,0.81,0.0,1,0.0,6,555.1999999999998,SAT,,2.028,
52,12,7,10.93,0,18.15220062469244,-1,10.93,0.0,1,0.0,6,566.1299999999998,SAT,,12.05,
53,12,5,0.24,0,6.327400662350655,-1,0.24,0.0,1,0.0,6,566.3699999999998,SAT,,2.03,
54,12,17,0.98,0,6.015400465923547,-1,0.98,0.0,1,0.0,6,567.3499999999998,SAT,,2.024,
55,12,14,0.14,0,4.74140069295764,-1,0.14,0.0,1,0.0,6,567.4899999999998,SAT,,2.04,
56,12,19,0.34,0,4.559400517839194,-1,0.34,0.0,1,0.0,6,567.8299999999998,SAT,,2.04,
57,12,18,0.65,0,300.0,-1,0.65,0.0,1,0.0,6,568.4799999999998,SAT,,2.04,
58,12,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,6,568.4799999999998,TIMEOUT,,303.354,
59,12,22,53.77,0,73.74020014737845,-1,53.77,0.0,1,0.0,6,622.2499999999998,SAT,,54.082,
60,12,3,2.3,0,3.8392002399742604,-1,2.3,0.0,1,0.0,6,624.5499999999997,SAT,,4.043,
61,1,2,3.88,0,300.0,-1,3.88,0.0,1,0.0,7,628.4299999999997,SAT,,4.036,
62,13,12,1.57,0,3.017600279647112,-1,1.57,0.0,1,0.0,7,629.9999999999998,SAT,,2.019,
63,1,6,56.02,0,300.0,-1,56.02,0.0,1,0.0,7,686.0199999999998,SAT,,56.088,
64,14,3,1.74,0,4.252600118863583,-1,1.74,0.0,1,0.0,7,687.7599999999998,SAT,,2.047,
65,14,16,0.94,0,67.50020057742596,-1,0.94,0.0,1,0.0,7,688.6999999999998,SAT,,2.04,
66,14,22,66.46,0,66.27820023183823,-1,66.46,0.0,1,0.0,7,755.1599999999999,SAT,,68.104,
67,1,8,3.12,0,300.0,-1,3.12,0.0,1,0.0,8,758.2799999999999,SAT,,4.03,
68,15,19,0.48,0,1.6526004191219807,-1,0.48,0.0,1,0.0,8,758.7599999999999,SAT,,2.018,
69,15,22,53.35,0,65.94020032172203,-1,53.35,0.0,1,0.0,8,812.1099999999999,SAT,,54.09,
70,1,15,2.51,0,300.0,-1,2.51,0.0,1,0.0,8,814.6199999999999,SAT,,4.031,
71,16,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,8,814.6199999999999,TIMEOUT,,303.334,
