Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,23,58.4,0,300.0,-1,58.4,0.0,1,0.0,0,58.4,SAT,,60.126,
2,1,8,3.02,0,300.0,-1,3.02,0.0,1,0.0,1,61.42,SAT,,4.107,
3,2,8,2.96,0,4.928600665527583,-1,2.96,0.0,1,0.0,1,64.38,SAT,,4.037,
4,2,23,55.73,0,77.00190058757663,-1,55.73,0.0,1,0.0,1,120.10999999999999,SAT,,56.082,
5,2,10,44.81,0,300.0,-1,44.81,0.0,1,0.0,1,164.92,SAT,,46.069,
6,3,10,33.35,0,59.25560063530803,-1,33.35,0.0,1,0.0,1,198.26999999999998,SAT,,34.078,
7,3,8,2.91,0,92.20020026748182,-1,2.91,0.0,1,0.0,1,201.17999999999998,SAT,,4.035,
8,3,23,66.57,0,88.41720015590192,-1,66.57,0.0,1,0.0,1,267.75,SAT,,68.092,
9,3,21,0.38,0,300.0,-1,0.38,0.0,1,0.0,2,268.13,SAT,,2.043,
10,4,8,3.24,0,4.785600424158574,-1,3.24,0.0,1,0.0,2,271.37,SAT,,4.043,
11,3,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,2,271.37,TIMEOUT,,303.37,
12,5,23,53.75,0,87.54360004176499,-1,53.75,0.0,1,0.0,2,325.12,SAT,,54.079,
13,5,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,2,325.12,TIMEOUT,,303.323,
14,5,21,0.35,0,18.16520011832118,-1,0.35,0.0,1,0.0,2,325.47,SAT,,2.02,
15,5,8,3.0,0,64.85080062260032,-1,3.0,0.0,1,0.0,2,328.47,SAT,,4.026,
16,5,10,42.03,0,60.95080070977211,-1,42.03,0.0,1,0.0,2,370.5,SAT,,44.074,
17,5,2,3.64,0,300.0,-1,3.64,0.0,1,0.0,3,374.14,SAT,,4.035,
18,6,10,42.75,0,55.64160047878623,-1,42.75,0.0,1,0.0,3,416.89,SAT,,44.077,
19,5,20,0.85,0,300.0,-1,0.85,0.0,1,0.0,3,417.74,SAT,,2.04,
20,7,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,3,417.74,TIMEOUT,,303.402,
21,7,10,47.02,0,60.376200572001935,-1,47.02,0.0,1,0.0,3,464.76,SAT,,48.088,
22,5,4,0.45,0,300.0,-1,0.45,0.0,1,0.0,4,465.21,SAT,,2.074,
23,8,4,0.35,0,1.5876000452518464,-1,0.35,0.0,1,0.0,4,465.56,SAT,,2.022,
24,8,2,3.84,0,60.506200593310595,-1,3.84,0.0,1,0.0,4,469.4,SAT,,4.057,
25,8,10,41.19,0,55.51420035620332,-1,41.19,0.0,1,0.0,4,510.59,SAT,,42.061,
26,8,8,2.9,0,77.30740067397356,-1,2.9,0.0,1,0.0,4,513.49,SAT,,4.04,
27,8,23,57.22,0,73.5374000560224,-1,57.22,0.0,1,0.0,4,570.71,SAT,,58.094,
28,5,9,0.63,0,300.0,-1,0.63,0.0,1,0.0,4,571.34,SAT,,2.016,
29,9,23,44.38,0,70.87760050629377,-1,44.38,0.0,1,0.0,4,615.72,SAT,,46.076,
30,9,9,0.2,0,14.460200600671769,-1,0.2,0.0,1,0.0,4,615.9200000000001,SAT,,2.038,
31,9,21,0.34,0,14.200200558054448,-1,0.34,0.0,1,0.0,4,616.2600000000001,SAT,,2.042,
32,9,10,38.12,0,74.82440004904866,-1,38.12,0.0,1,0.0,4,654.3800000000001,SAT,,40.067,
33,9,2,3.11,0,25.268400207507614,-1,3.11,0.0,1,0.0,4,657.4900000000001,SAT,,4.026,
34,9,4,0.33,0,21.225400053310395,-1,0.33,0.0,1,0.0,4,657.8200000000002,SAT,,2.038,
35,9,20,0.43,0,20.796400055634976,-1,0.43,0.0,1,0.0,4,658.2500000000001,SAT,,2.04,
36,9,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,4,658.2500000000001,TIMEOUT,,303.36,
37,9,8,3.2,0,24.140000574636463,-1,3.2,0.0,1,0.0,4,661.4500000000002,SAT,,4.032,
38,9,18,0.98,0,300.0,-1,0.98,0.0,1,0.0,5,662.4300000000002,SAT,,2.102,
39,4,21,0.35,0,1.3939006890833379,-1,0.35,0.0,1,0.0,5,662.7800000000002,SAT,,2.02,
40,9,22,40.13,0,300.0,-1,40.13,0.0,1,0.0,5,702.9100000000002,SAT,,42.081,
41,10,10,28.79,0,50.55860015411973,-1,28.79,0.0,1,0.0,5,731.7000000000002,SAT,,30.055,
42,10,4,0.32,0,17.72320062701702,-1,0.32,0.0,1,0.0,5,732.0200000000002,SAT,,2.043,
43,10,8,2.91,0,17.307200122970343,-1,2.91,0.0,1,0.0,5,734.9300000000002,SAT,,4.06,
44,10,21,0.33,0,72.48440039192438,-1,0.33,0.0,1,0.0,5,735.2600000000002,SAT,,2.041,
45,10,20,0.46,0,72.05540039424896,-1,0.46,0.0,1,0.0,5,735.7200000000003,SAT,,2.044,
46,10,23,53.52,0,71.45740044151545,-1,53.52,0.0,1,0.0,5,789.2400000000002,SAT,,54.087,
47,10,9,0.19,0,1.8814002241671086,-1,0.19,0.0,1,0.0,5,789.4300000000003,SAT,,2.043,
48,10,18,0.97,0,300.0,-1,0.97,0.0,1,0.0,5,790.4000000000003,SAT,,2.045,
49,10,22,40.49,0,300.0,-1,40.49,0.0,1,0.0,5,830.8900000000003,SAT,,42.057,
50,10,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,5,830.8900000000003,TIMEOUT,,303.389,
51,10,2,2.49,0,5.22760064189434,-1,2.49,0.0,1,0.0,5,833.3800000000003,SAT,,4.026,
52,10,3,1.85,0,300.0,-1,1.85,0.0,1,0.0,6,835.2300000000004,SAT,,2.03,
53,11,2,3.3,0,4.239600625234843,-1,3.3,0.0,1,0.0,6,838.5300000000003,SAT,,4.031,
54,10,15,0.12,0,300.0,-1,0.12,0.0,1,0.0,6,838.6500000000003,SAT,,2.025,
55,12,22,40.58,0,53.63960000534654,-1,40.58,0.0,1,0.0,6,879.2300000000004,SAT,,42.084,
56,10,24,84.2,0,300.0,-1,84.2,0.0,1,0.0,7,963.4300000000004,SAT,,86.134,
57,4,9,0.0,1,0.0,-1,0.0,0.0,0,0.0,7,963.4300000000004,TIMEOUT,Processed by ca.ubc.cs.beta.aeatk.targetalgorithmevaluator.decorators.helpers.CompleteZeroSecondCutoffRunsTargetAlgorithmEvaluatorDecorator,0.0,
58,10,12,1.7,0,300.0,-1,1.7,0.0,1,0.0,7,965.1300000000005,SAT,,2.025,
59,13,8,2.87,0,4.785600424158574,-1,2.87,0.0,1,0.0,7,968.0000000000005,SAT,,4.034,
60,13,4,0.32,0,2.7342004220664498,-1,0.32,0.0,1,0.0,7,968.3200000000005,SAT,,2.023,
61,13,18,0.94,0,2.3182006444513794,-1,0.94,0.0,1,0.0,7,969.2600000000006,SAT,,2.029,
62,13,23,51.62,0,74.94140057672858,-1,51.62,0.0,1,0.0,7,1020.8800000000006,SAT,,52.13,
63,13,20,0.42,0,7.835400037813187,-1,0.42,0.0,1,0.0,7,1021.3000000000005,SAT,,2.038,
64,13,21,0.34,0,7.289400238889456,-1,0.34,0.0,1,0.0,7,1021.6400000000006,SAT,,2.038,
65,13,2,2.26,0,6.847400021153689,-1,2.26,0.0,1,0.0,7,1023.9000000000005,SAT,,4.027,
66,13,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,7,1023.9000000000005,TIMEOUT,,303.395,
67,13,12,1.49,0,208.46180026267768,-1,1.49,0.0,1,0.0,7,1025.3900000000006,SAT,,2.048,
68,13,15,0.15,0,206.52480016310813,-1,0.15,0.0,1,0.0,7,1025.5400000000006,SAT,,2.064,
69,13,24,115.0,0,206.32980049436094,-1,115.0,0.0,1,0.0,7,1140.5400000000006,SAT,,116.156,
70,13,9,0.16,0,56.82980068807602,-1,0.16,0.0,1,0.0,7,1140.7000000000007,SAT,,2.045,
71,13,22,42.26,0,56.621800072836876,-1,42.26,0.0,1,0.0,7,1182.9600000000007,SAT,,44.082,
72,13,3,1.71,0,1.683800656694174,-1,1.71,0.0,1,0.0,7,1184.6700000000008,SAT,,2.018,
73,10,16,2.17,0,300.0,-1,2.17,0.0,1,0.0,8,1186.8400000000008,SAT,,4.02,
74,14,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,8,1186.8400000000008,TIMEOUT,,303.472,
75,14,4,0.32,0,110.88120049645306,-1,0.32,0.0,1,0.0,8,1187.1600000000008,SAT,,2.061,
76,14,24,80.86,0,110.46520071883799,-1,80.86,0.0,1,0.0,8,1268.0200000000007,SAT,,82.093,
77,14,22,39.7,0,130.39940007810594,-1,39.7,0.0,1,0.0,8,1307.7200000000007,SAT,,40.063,
78,14,3,1.69,0,78.789400335747,-1,1.69,0.0,1,0.0,8,1309.4100000000008,SAT,,2.039,
79,14,21,0.28,0,76.59240019356012,-1,0.28,0.0,1,0.0,8,1309.6900000000007,SAT,,2.044,
80,14,23,50.91,0,76.22840056975484,-1,50.91,0.0,1,0.0,8,1360.6000000000008,SAT,,52.091,
81,14,2,3.06,0,61.19780053232908,-1,3.06,0.0,1,0.0,8,1363.6600000000008,SAT,,4.027,
82,14,8,2.97,0,57.21980002557039,-1,2.97,0.0,1,0.0,8,1366.6300000000008,SAT,,4.037,
83,14,15,0.12,0,53.35880004649162,-1,0.12,0.0,1,0.0,8,1366.7500000000007,SAT,,2.029,
84,14,18,0.98,0,53.202800311493874,-1,0.98,0.0,1,0.0,8,1367.7300000000007,SAT,,2.039,
85,14,12,1.24,0,51.928800538527966,-1,1.24,0.0,1,0.0,8,1368.9700000000007,SAT,,2.041,
86,14,9,0.15,0,50.316800129014254,-1,0.15,0.0,1,0.0,8,1369.1200000000008,SAT,,2.024,
87,14,10,38.68,0,50.12180046026707,-1,38.68,0.0,1,0.0,8,1407.8000000000009,SAT,,40.075,
88,10,11,47.54,0,300.0,-1,47.54,0.0,1,0.0,8,1455.3400000000008,SAT,,48.072,
89,15,10,39.12,0,38.42960041795969,-1,39.12,0.0,1,0.0,8,1494.4600000000007,SAT,,40.099,
90,10,5,0.27,0,300.0,-1,0.27,0.0,1,0.0,9,1494.7300000000007,SAT,,2.047,
91,16,5,0.25,0,1.3536004427552224,-1,0.25,0.0,1,0.0,9,1494.9800000000007,SAT,,2.025,
92,16,24,100.29,0,110.73820025508405,-1,100.29,0.0,1,0.0,9,1595.2700000000007,SAT,,102.138,
93,10,17,0.81,0,300.0,-1,0.81,0.0,1,0.0,9,1596.0800000000006,SAT,,2.042,
94,17,17,0.77,0,2.055600703108311,-1,0.77,0.0,1,0.0,9,1596.8500000000006,SAT,,2.017,
95,17,24,89.77,0,147.94420025159718,-1,89.77,0.0,1,0.0,9,1686.6200000000006,SAT,,90.124,
96,17,10,31.243200663822893,1,31.243200663822893,-1,0.0,0.0,0,0.0,9,1686.6200000000006,TIMEOUT,,33.072,
97,10,19,0.74,0,300.0,-1,0.74,0.0,1,0.0,10,1687.3600000000006,SAT,,2.027,
98,4,17,0.75,0,1.8515002991735936,-1,0.75,0.0,1,0.0,10,1688.1100000000006,SAT,,2.038,
99,10,6,60.67,0,300.0,-1,60.67,0.0,1,0.0,10,1748.7800000000007,SAT,,62.087,
100,18,24,69.88,0,110.46260009368063,-1,69.88,0.0,1,0.0,10,1818.6600000000008,SAT,,70.108,
101,18,16,2.47,0,22.858200379061703,-1,2.47,0.0,1,0.0,10,1821.1300000000008,SAT,,4.029,
102,18,4,0.35,0,19.647200506526232,-1,0.35,0.0,1,0.0,10,1821.4800000000007,SAT,,2.037,
103,18,15,0.15,0,121.81940012459756,-1,0.15,0.0,1,0.0,10,1821.6300000000008,SAT,,2.041,
104,18,10,41.26,0,121.62440045585038,-1,41.26,0.0,1,0.0,10,1862.8900000000008,SAT,,42.088,
105,18,2,3.52,0,67.98640052636266,-1,3.52,0.0,1,0.0,10,1866.4100000000008,SAT,,4.058,
106,18,11,38.52,0,63.41040006687045,-1,38.52,0.0,1,0.0,10,1904.9300000000007,SAT,,40.114,
107,18,6,48.93,0,300.0,-1,48.93,0.0,1,0.0,10,1953.8600000000008,SAT,,50.081,
108,18,19,0.72,0,300.0,-1,0.72,0.0,1,0.0,10,1954.5800000000008,SAT,,2.016,
109,18,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,10,1954.5800000000008,TIMEOUT,,303.431,
110,18,3,2.31,0,85.50780015845896,-1,2.31,0.0,1,0.0,10,1956.8900000000008,SAT,,4.025,
111,18,17,0.82,0,82.50480017473102,-1,0.82,0.0,1,0.0,10,1957.7100000000007,SAT,,2.041,
112,18,5,0.25,0,81.43880029057264,-1,0.25,0.0,1,0.0,10,1957.9600000000007,SAT,,2.044,
113,18,22,43.84,0,81.1138006005168,-1,43.84,0.0,1,0.0,10,2001.8000000000006,SAT,,44.107,
114,18,21,0.35,0,24.12180055712462,-1,0.35,0.0,1,0.0,10,2002.1500000000005,SAT,,2.042,
115,18,8,3.02,0,101.34960056130888,-1,3.02,0.0,1,0.0,10,2005.1700000000005,SAT,,4.025,
116,18,12,1.52,0,97.42360020835997,-1,1.52,0.0,1,0.0,10,2006.6900000000005,SAT,,2.043,
117,18,18,1.02,0,95.44760017504098,-1,1.02,0.0,1,0.0,10,2007.7100000000005,SAT,,2.039,
118,18,9,0.2,0,94.12160024826528,-1,0.2,0.0,1,0.0,10,2007.9100000000005,SAT,,2.021,
119,18,20,0.47,0,93.86160020564796,-1,0.47,0.0,1,0.0,10,2008.3800000000006,SAT,,2.043,
120,18,23,50.8,0,93.2506000328541,-1,50.8,0.0,1,0.0,10,2059.1800000000007,SAT,,52.082,
121,18,1,1.43,0,300.0,-1,1.43,0.0,1,0.0,11,2060.6100000000006,SAT,,2.041,
122,19,11,46.93,0,51.07860023935437,-1,46.93,0.0,1,0.0,11,2107.5400000000004,SAT,,48.067,
123,18,14,240.17,0,300.0,-1,240.17,0.0,1,0.0,11,2347.7100000000005,SAT,,240.291,
124,20,18,0.97,0,2.3286002393543717,-1,0.97,0.0,1,0.0,11,2348.6800000000003,SAT,,2.024,
125,20,6,54.26,0,66.53820027445555,-1,54.26,0.0,1,0.0,11,2402.9400000000005,SAT,,56.089,
126,18,7,9.68,0,300.0,-1,9.68,0.0,1,0.0,12,2412.6200000000003,SAT,,10.054,
127,21,17,0.87,0,2.068600196737051,-1,0.87,0.0,1,0.0,12,2413.4900000000002,SAT,,2.042,
128,22,3,2.27,0,4.005600296306611,-1,2.27,0.0,1,0.0,12,2415.76,SAT,,4.051,
129,22,13,300.0,0,300.0,-1,0.0,0.0,0,0.0,12,2415.76,TIMEOUT,,303.368,
130,22,6,54.14,0,64.66620054875612,-1,54.14,0.0,1,0.0,12,2469.9,SAT,,56.126,
