1: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_clique_lb_c='3', f_deg2='1', f_deg2_heur='1', f_deg3='2', f_dom='2', f_lp='3', f_lp_lb='3', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
97: constrained_branching='0', dom_opt='1', f_clique_lb='14', f_clique_lb_c='16', f_deg2='33', f_deg2_heur='65', f_deg3='90', f_dom='61', f_lp='97', f_lp_lb='57', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='108', limit_kern_start='163'
98: constrained_branching='1', dom_opt='0', f_clique_lb='94', f_clique_lb_c='3', f_deg2='56', f_deg2_heur='22', f_deg3='86', f_dom='17', f_lp='44', f_lp_lb='16', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='87', limit_kern_start='189'
99: constrained_branching='0', dom_opt='1', f_clique_lb='78', f_clique_lb_c='7', f_deg2='79', f_deg2_heur='52', f_deg3='65', f_dom='41', f_lp='41', f_lp_lb='18', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='173', limit_kern_start='78'
100: constrained_branching='0', dom_opt='0', f_clique_lb='58', f_clique_lb_c='8', f_deg2='48', f_deg2_heur='88', f_deg3='33', f_dom='96', f_lp='56', f_lp_lb='27', f_lp_lb_c='2', lb_opt='1', lb_opt_c='0', limit_kern_branch='328', limit_kern_start='222'
101: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='5', f_deg2='71', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='31', f_lp_lb='30', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='170'
102: constrained_branching='1', dom_opt='0', f_clique_lb='88', f_clique_lb_c='9', f_deg2='87', f_deg2_heur='66', f_deg3='18', f_dom='38', f_lp='82', f_lp_lb='58', f_lp_lb_c='14', lb_opt='1', lb_opt_c='0', limit_kern_branch='424', limit_kern_start='366'
103: constrained_branching='0', dom_opt='1', f_clique_lb='18', f_clique_lb_c='12', f_deg2='68', f_deg2_heur='22', f_deg3='60', f_dom='16', f_lp='40', f_lp_lb='3', f_lp_lb_c='12', lb_opt='1', lb_opt_c='1', limit_kern_branch='80', limit_kern_start='318'
104: constrained_branching='0', dom_opt='0', f_clique_lb='59', f_clique_lb_c='5', f_deg2='23', f_deg2_heur='92', f_deg3='69', f_dom='51', f_lp='34', f_lp_lb='22', f_lp_lb_c='18', lb_opt='0', lb_opt_c='1', limit_kern_branch='166', limit_kern_start='373'
105: constrained_branching='0', dom_opt='0', f_clique_lb='4', f_clique_lb_c='19', f_deg2='68', f_deg2_heur='47', f_deg3='44', f_dom='25', f_lp='42', f_lp_lb='83', f_lp_lb_c='1', lb_opt='0', lb_opt_c='1', limit_kern_branch='125', limit_kern_start='70'
106: constrained_branching='0', dom_opt='0', f_clique_lb='52', f_clique_lb_c='14', f_deg2='83', f_deg2_heur='64', f_deg3='6', f_dom='9', f_lp='73', f_lp_lb='3', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='146', limit_kern_start='457'
107: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='7', f_deg2='49', f_deg2_heur='21', f_deg3='14', f_dom='74', f_lp='42', f_lp_lb='49', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='165', limit_kern_start='259'
108: constrained_branching='1', dom_opt='1', f_clique_lb='25', f_clique_lb_c='16', f_deg2='31', f_deg2_heur='83', f_deg3='56', f_dom='62', f_lp='13', f_lp_lb='85', f_lp_lb_c='1', lb_opt='1', lb_opt_c='1', limit_kern_branch='263', limit_kern_start='492'
109: constrained_branching='0', dom_opt='0', f_clique_lb='45', f_clique_lb_c='5', f_deg2='72', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='31', f_lp_lb='41', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='300'
110: constrained_branching='0', dom_opt='1', f_clique_lb='29', f_clique_lb_c='9', f_deg2='100', f_deg2_heur='74', f_deg3='100', f_dom='67', f_lp='68', f_lp_lb='69', f_lp_lb_c='10', lb_opt='1', lb_opt_c='1', limit_kern_branch='98', limit_kern_start='353'
111: constrained_branching='0', dom_opt='0', f_clique_lb='70', f_clique_lb_c='7', f_deg2='88', f_deg2_heur='50', f_deg3='50', f_dom='90', f_lp='45', f_lp_lb='46', f_lp_lb_c='14', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='111'
112: constrained_branching='0', dom_opt='0', f_clique_lb='31', f_clique_lb_c='8', f_deg2='65', f_deg2_heur='16', f_deg3='57', f_dom='25', f_lp='5', f_lp_lb='91', f_lp_lb_c='1', lb_opt='1', lb_opt_c='0', limit_kern_branch='26', limit_kern_start='130'
113: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='5', f_deg2='53', f_deg2_heur='5', f_deg3='37', f_dom='38', f_lp='43', f_lp_lb='24', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='170'
114: constrained_branching='0', dom_opt='1', f_clique_lb='4', f_clique_lb_c='12', f_deg2='62', f_deg2_heur='45', f_deg3='4', f_dom='12', f_lp='15', f_lp_lb='15', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='189', limit_kern_start='486'
115: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='5', f_deg2='63', f_deg2_heur='5', f_deg3='13', f_dom='75', f_lp='31', f_lp_lb='27', f_lp_lb_c='15', lb_opt='0', lb_opt_c='0', limit_kern_branch='156', limit_kern_start='5'
116: constrained_branching='0', dom_opt='1', f_clique_lb='30', f_clique_lb_c='18', f_deg2='29', f_deg2_heur='44', f_deg3='29', f_dom='47', f_lp='8', f_lp_lb='24', f_lp_lb_c='20', lb_opt='0', lb_opt_c='1', limit_kern_branch='292', limit_kern_start='101'
117: constrained_branching='0', dom_opt='1', f_clique_lb='70', f_clique_lb_c='5', f_deg2='47', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='37', f_lp_lb='27', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='220'
118: constrained_branching='1', dom_opt='0', f_clique_lb='71', f_clique_lb_c='2', f_deg2='39', f_deg2_heur='4', f_deg3='11', f_dom='49', f_lp='58', f_lp_lb='74', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='2', limit_kern_start='224'
119: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='5', f_deg2='57', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='31', f_lp_lb='35', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='120'
120: constrained_branching='0', dom_opt='0', f_clique_lb='43', f_clique_lb_c='8', f_deg2='62', f_deg2_heur='76', f_deg3='89', f_dom='82', f_lp='19', f_lp_lb='66', f_lp_lb_c='19', lb_opt='1', lb_opt_c='1', limit_kern_branch='290', limit_kern_start='2'
121: constrained_branching='1', dom_opt='0', f_clique_lb='66', f_clique_lb_c='5', f_deg2='62', f_deg2_heur='5', f_deg3='64', f_dom='43', f_lp='31', f_lp_lb='27', f_lp_lb_c='10', lb_opt='0', lb_opt_c='1', limit_kern_branch='176', limit_kern_start='167'
122: constrained_branching='0', dom_opt='1', f_clique_lb='41', f_clique_lb_c='10', f_deg2='14', f_deg2_heur='45', f_deg3='69', f_dom='88', f_lp='56', f_lp_lb='84', f_lp_lb_c='5', lb_opt='0', lb_opt_c='0', limit_kern_branch='234', limit_kern_start='124'
123: constrained_branching='0', dom_opt='0', f_clique_lb='70', f_clique_lb_c='5', f_deg2='72', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='10', f_lp_lb='27', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='187', limit_kern_start='51'
124: constrained_branching='0', dom_opt='1', f_clique_lb='73', f_clique_lb_c='4', f_deg2='91', f_deg2_heur='21', f_deg3='57', f_dom='93', f_lp='86', f_lp_lb='31', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='487', limit_kern_start='71'
125: constrained_branching='1', dom_opt='0', f_clique_lb='74', f_clique_lb_c='4', f_deg2='19', f_deg2_heur='17', f_deg3='32', f_dom='23', f_lp='4', f_lp_lb='56', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='209', limit_kern_start='474'
126: constrained_branching='0', dom_opt='0', f_clique_lb='24', f_clique_lb_c='6', f_deg2='74', f_deg2_heur='90', f_deg3='65', f_dom='38', f_lp='61', f_lp_lb='84', f_lp_lb_c='1', lb_opt='1', lb_opt_c='0', limit_kern_branch='35', limit_kern_start='257'
127: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='4', f_deg2='62', f_deg2_heur='5', f_deg3='18', f_dom='57', f_lp='31', f_lp_lb='27', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='133'
128: constrained_branching='0', dom_opt='0', f_clique_lb='27', f_clique_lb_c='1', f_deg2='84', f_deg2_heur='58', f_deg3='69', f_dom='61', f_lp='97', f_lp_lb='78', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='105', limit_kern_start='418'
129: constrained_branching='0', dom_opt='0', f_clique_lb='70', f_clique_lb_c='5', f_deg2='72', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='53', f_lp_lb='41', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='170'
130: constrained_branching='1', dom_opt='0', f_clique_lb='80', f_clique_lb_c='11', f_deg2='69', f_deg2_heur='29', f_deg3='64', f_dom='63', f_lp='23', f_lp_lb='31', f_lp_lb_c='8', lb_opt='0', lb_opt_c='1', limit_kern_branch='487', limit_kern_start='59'
131: constrained_branching='1', dom_opt='0', f_clique_lb='72', f_clique_lb_c='5', f_deg2='62', f_deg2_heur='22', f_deg3='64', f_dom='28', f_lp='31', f_lp_lb='27', f_lp_lb_c='12', lb_opt='1', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='117'
132: constrained_branching='1', dom_opt='1', f_clique_lb='58', f_clique_lb_c='12', f_deg2='85', f_deg2_heur='82', f_deg3='81', f_dom='22', f_lp='28', f_lp_lb='24', f_lp_lb_c='1', lb_opt='0', lb_opt_c='0', limit_kern_branch='62', limit_kern_start='462'
133: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='6', f_deg2='74', f_deg2_heur='50', f_deg3='65', f_dom='90', f_lp='10', f_lp_lb='48', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='111'
134: constrained_branching='1', dom_opt='1', f_clique_lb='96', f_clique_lb_c='11', f_deg2='82', f_deg2_heur='64', f_deg3='13', f_dom='35', f_lp='17', f_lp_lb='28', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='55', limit_kern_start='433'
135: constrained_branching='0', dom_opt='1', f_clique_lb='78', f_clique_lb_c='7', f_deg2='79', f_deg2_heur='52', f_deg3='8', f_dom='41', f_lp='41', f_lp_lb='18', f_lp_lb_c='15', lb_opt='1', lb_opt_c='0', limit_kern_branch='173', limit_kern_start='78'
136: constrained_branching='0', dom_opt='1', f_clique_lb='31', f_clique_lb_c='11', f_deg2='46', f_deg2_heur='36', f_deg3='50', f_dom='45', f_lp='8', f_lp_lb='54', f_lp_lb_c='17', lb_opt='0', lb_opt_c='0', limit_kern_branch='224', limit_kern_start='453'
137: constrained_branching='0', dom_opt='1', f_clique_lb='70', f_clique_lb_c='10', f_deg2='57', f_deg2_heur='21', f_deg3='20', f_dom='74', f_lp='42', f_lp_lb='23', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='165', limit_kern_start='93'
138: constrained_branching='0', dom_opt='1', f_clique_lb='34', f_clique_lb_c='5', f_deg2='59', f_deg2_heur='34', f_deg3='89', f_dom='36', f_lp='26', f_lp_lb='47', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='14', limit_kern_start='299'
139: constrained_branching='0', dom_opt='1', f_clique_lb='55', f_clique_lb_c='2', f_deg2='60', f_deg2_heur='48', f_deg3='39', f_dom='14', f_lp='3', f_lp_lb='62', f_lp_lb_c='1', lb_opt='0', lb_opt_c='1', limit_kern_branch='477', limit_kern_start='231'
140: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='7', f_deg2='31', f_deg2_heur='21', f_deg3='23', f_dom='74', f_lp='36', f_lp_lb='49', f_lp_lb_c='12', lb_opt='1', lb_opt_c='1', limit_kern_branch='221', limit_kern_start='146'
141: constrained_branching='1', dom_opt='1', f_clique_lb='80', f_clique_lb_c='4', f_deg2='67', f_deg2_heur='15', f_deg3='94', f_dom='62', f_lp='94', f_lp_lb='47', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='452', limit_kern_start='230'
142: constrained_branching='1', dom_opt='1', f_clique_lb='36', f_clique_lb_c='18', f_deg2='29', f_deg2_heur='44', f_deg3='29', f_dom='47', f_lp='44', f_lp_lb='24', f_lp_lb_c='20', lb_opt='1', lb_opt_c='1', limit_kern_branch='292', limit_kern_start='113'
143: constrained_branching='1', dom_opt='1', f_clique_lb='26', f_clique_lb_c='17', f_deg2='29', f_deg2_heur='25', f_deg3='40', f_dom='58', f_lp='17', f_lp_lb='60', f_lp_lb_c='12', lb_opt='0', lb_opt_c='1', limit_kern_branch='493', limit_kern_start='492'
144: constrained_branching='0', dom_opt='1', f_clique_lb='94', f_clique_lb_c='5', f_deg2='47', f_deg2_heur='54', f_deg3='33', f_dom='43', f_lp='31', f_lp_lb='24', f_lp_lb_c='17', lb_opt='1', lb_opt_c='1', limit_kern_branch='158', limit_kern_start='170'
145: constrained_branching='1', dom_opt='0', f_clique_lb='68', f_clique_lb_c='8', f_deg2='21', f_deg2_heur='50', f_deg3='26', f_dom='21', f_lp='63', f_lp_lb='66', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='477', limit_kern_start='442'
146: constrained_branching='1', dom_opt='1', f_clique_lb='96', f_clique_lb_c='11', f_deg2='69', f_deg2_heur='64', f_deg3='13', f_dom='35', f_lp='17', f_lp_lb='22', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='55', limit_kern_start='433'
147: constrained_branching='1', dom_opt='0', f_clique_lb='84', f_clique_lb_c='20', f_deg2='62', f_deg2_heur='5', f_deg3='44', f_dom='31', f_lp='83', f_lp_lb='37', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='132', limit_kern_start='451'
148: constrained_branching='0', dom_opt='0', f_clique_lb='38', f_clique_lb_c='19', f_deg2='83', f_deg2_heur='61', f_deg3='3', f_dom='73', f_lp='19', f_lp_lb='63', f_lp_lb_c='20', lb_opt='1', lb_opt_c='1', limit_kern_branch='435', limit_kern_start='295'
149: constrained_branching='0', dom_opt='1', f_clique_lb='78', f_clique_lb_c='7', f_deg2='91', f_deg2_heur='52', f_deg3='8', f_dom='41', f_lp='41', f_lp_lb='18', f_lp_lb_c='15', lb_opt='1', lb_opt_c='0', limit_kern_branch='186', limit_kern_start='78'
150: constrained_branching='0', dom_opt='0', f_clique_lb='88', f_clique_lb_c='20', f_deg2='92', f_deg2_heur='31', f_deg3='84', f_dom='17', f_lp='52', f_lp_lb='64', f_lp_lb_c='14', lb_opt='0', lb_opt_c='1', limit_kern_branch='280', limit_kern_start='26'
151: constrained_branching='1', dom_opt='0', f_clique_lb='74', f_clique_lb_c='4', f_deg2='19', f_deg2_heur='17', f_deg3='8', f_dom='51', f_lp='24', f_lp_lb='56', f_lp_lb_c='11', lb_opt='1', lb_opt_c='1', limit_kern_branch='171', limit_kern_start='474'
152: constrained_branching='1', dom_opt='0', f_clique_lb='11', f_clique_lb_c='8', f_deg2='28', f_deg2_heur='6', f_deg3='65', f_dom='69', f_lp='12', f_lp_lb='58', f_lp_lb_c='18', lb_opt='0', lb_opt_c='0', limit_kern_branch='427', limit_kern_start='283'
153: constrained_branching='1', dom_opt='0', f_clique_lb='84', f_clique_lb_c='20', f_deg2='85', f_deg2_heur='5', f_deg3='44', f_dom='42', f_lp='83', f_lp_lb='22', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='132', limit_kern_start='289'
154: constrained_branching='0', dom_opt='0', f_clique_lb='14', f_clique_lb_c='18', f_deg2='33', f_deg2_heur='8', f_deg3='79', f_dom='67', f_lp='27', f_lp_lb='64', f_lp_lb_c='14', lb_opt='0', lb_opt_c='0', limit_kern_branch='91', limit_kern_start='259'
155: constrained_branching='0', dom_opt='1', f_clique_lb='70', f_clique_lb_c='10', f_deg2='49', f_deg2_heur='5', f_deg3='37', f_dom='45', f_lp='19', f_lp_lb='30', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='79'
156: constrained_branching='0', dom_opt='0', f_clique_lb='46', f_clique_lb_c='20', f_deg2='94', f_deg2_heur='54', f_deg3='47', f_dom='74', f_lp='52', f_lp_lb='60', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='305', limit_kern_start='133'
157: constrained_branching='0', dom_opt='1', f_clique_lb='55', f_clique_lb_c='2', f_deg2='60', f_deg2_heur='48', f_deg3='39', f_dom='14', f_lp='3', f_lp_lb='62', f_lp_lb_c='1', lb_opt='0', lb_opt_c='1', limit_kern_branch='369', limit_kern_start='231'
158: constrained_branching='0', dom_opt='1', f_clique_lb='39', f_clique_lb_c='11', f_deg2='34', f_deg2_heur='83', f_deg3='31', f_dom='84', f_lp='11', f_lp_lb='14', f_lp_lb_c='7', lb_opt='0', lb_opt_c='1', limit_kern_branch='167', limit_kern_start='117'
159: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='20', f_deg2='62', f_deg2_heur='5', f_deg3='44', f_dom='9', f_lp='44', f_lp_lb='37', f_lp_lb_c='18', lb_opt='1', lb_opt_c='1', limit_kern_branch='132', limit_kern_start='451'
160: constrained_branching='1', dom_opt='1', f_clique_lb='38', f_clique_lb_c='5', f_deg2='7', f_deg2_heur='23', f_deg3='65', f_dom='55', f_lp='31', f_lp_lb='96', f_lp_lb_c='2', lb_opt='1', lb_opt_c='1', limit_kern_branch='107', limit_kern_start='253'
161: constrained_branching='0', dom_opt='1', f_clique_lb='30', f_clique_lb_c='16', f_deg2='3', f_deg2_heur='93', f_deg3='26', f_dom='83', f_lp='8', f_lp_lb='24', f_lp_lb_c='20', lb_opt='0', lb_opt_c='1', limit_kern_branch='292', limit_kern_start='101'
162: constrained_branching='1', dom_opt='0', f_clique_lb='7', f_clique_lb_c='20', f_deg2='74', f_deg2_heur='75', f_deg3='84', f_dom='48', f_lp='14', f_lp_lb='23', f_lp_lb_c='9', lb_opt='0', lb_opt_c='1', limit_kern_branch='167', limit_kern_start='107'
163: constrained_branching='1', dom_opt='1', f_clique_lb='70', f_clique_lb_c='5', f_deg2='62', f_deg2_heur='5', f_deg3='37', f_dom='43', f_lp='31', f_lp_lb='27', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='47'
164: constrained_branching='1', dom_opt='1', f_clique_lb='81', f_clique_lb_c='5', f_deg2='8', f_deg2_heur='87', f_deg3='71', f_dom='32', f_lp='61', f_lp_lb='4', f_lp_lb_c='11', lb_opt='0', lb_opt_c='1', limit_kern_branch='15', limit_kern_start='302'
165: constrained_branching='1', dom_opt='0', f_clique_lb='70', f_clique_lb_c='5', f_deg2='80', f_deg2_heur='5', f_deg3='61', f_dom='16', f_lp='31', f_lp_lb='27', f_lp_lb_c='15', lb_opt='0', lb_opt_c='1', limit_kern_branch='156', limit_kern_start='50'
166: constrained_branching='0', dom_opt='1', f_clique_lb='30', f_clique_lb_c='19', f_deg2='1', f_deg2_heur='25', f_deg3='98', f_dom='90', f_lp='34', f_lp_lb='90', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='319', limit_kern_start='493'
167: constrained_branching='0', dom_opt='1', f_clique_lb='55', f_clique_lb_c='2', f_deg2='60', f_deg2_heur='39', f_deg3='39', f_dom='14', f_lp='3', f_lp_lb='62', f_lp_lb_c='1', lb_opt='0', lb_opt_c='1', limit_kern_branch='499', limit_kern_start='231'
168: constrained_branching='0', dom_opt='1', f_clique_lb='22', f_clique_lb_c='4', f_deg2='85', f_deg2_heur='5', f_deg3='72', f_dom='4', f_lp='10', f_lp_lb='51', f_lp_lb_c='13', lb_opt='1', lb_opt_c='0', limit_kern_branch='282', limit_kern_start='223'
169: constrained_branching='1', dom_opt='1', f_clique_lb='96', f_clique_lb_c='11', f_deg2='82', f_deg2_heur='64', f_deg3='13', f_dom='35', f_lp='1', f_lp_lb='28', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='122', limit_kern_start='433'
170: constrained_branching='1', dom_opt='1', f_clique_lb='87', f_clique_lb_c='10', f_deg2='88', f_deg2_heur='88', f_deg3='32', f_dom='9', f_lp='86', f_lp_lb='8', f_lp_lb_c='8', lb_opt='1', lb_opt_c='1', limit_kern_branch='420', limit_kern_start='366'
171: constrained_branching='1', dom_opt='1', f_clique_lb='35', f_clique_lb_c='3', f_deg2='53', f_deg2_heur='41', f_deg3='3', f_dom='75', f_lp='48', f_lp_lb='15', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='332', limit_kern_start='8'
172: constrained_branching='0', dom_opt='1', f_clique_lb='38', f_clique_lb_c='20', f_deg2='87', f_deg2_heur='45', f_deg3='53', f_dom='28', f_lp='7', f_lp_lb='26', f_lp_lb_c='15', lb_opt='1', lb_opt_c='1', limit_kern_branch='108', limit_kern_start='405'
173: constrained_branching='0', dom_opt='0', f_clique_lb='14', f_clique_lb_c='18', f_deg2='90', f_deg2_heur='68', f_deg3='30', f_dom='41', f_lp='98', f_lp_lb='45', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='492', limit_kern_start='122'
174: constrained_branching='0', dom_opt='1', f_clique_lb='43', f_clique_lb_c='6', f_deg2='50', f_deg2_heur='36', f_deg3='45', f_dom='88', f_lp='12', f_lp_lb='34', f_lp_lb_c='6', lb_opt='1', lb_opt_c='0', limit_kern_branch='426', limit_kern_start='457'
175: constrained_branching='1', dom_opt='1', f_clique_lb='69', f_clique_lb_c='13', f_deg2='60', f_deg2_heur='37', f_deg3='47', f_dom='94', f_lp='31', f_lp_lb='54', f_lp_lb_c='12', lb_opt='1', lb_opt_c='0', limit_kern_branch='382', limit_kern_start='199'
176: constrained_branching='1', dom_opt='1', f_clique_lb='96', f_clique_lb_c='11', f_deg2='75', f_deg2_heur='64', f_deg3='13', f_dom='35', f_lp='17', f_lp_lb='22', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='55', limit_kern_start='433'
177: constrained_branching='0', dom_opt='0', f_clique_lb='89', f_clique_lb_c='20', f_deg2='8', f_deg2_heur='30', f_deg3='53', f_dom='96', f_lp='81', f_lp_lb='82', f_lp_lb_c='6', lb_opt='0', lb_opt_c='0', limit_kern_branch='302', limit_kern_start='294'
178: constrained_branching='1', dom_opt='1', f_clique_lb='80', f_clique_lb_c='4', f_deg2='90', f_deg2_heur='15', f_deg3='94', f_dom='78', f_lp='94', f_lp_lb='47', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='452', limit_kern_start='230'
179: constrained_branching='1', dom_opt='1', f_clique_lb='84', f_clique_lb_c='9', f_deg2='75', f_deg2_heur='63', f_deg3='49', f_dom='25', f_lp='31', f_lp_lb='6', f_lp_lb_c='12', lb_opt='0', lb_opt_c='0', limit_kern_branch='386', limit_kern_start='222'
