Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,6,0.38,0,300.0,-1,0.38,0.0,1,0.0,0,0.38,SAT,,2.046,
2,1,1,1.74,0,300.0,-1,1.74,0.0,1,0.0,1,2.12,SAT,,2.04,
3,2,1,1.55,0,3.2646001022040845,-1,1.55,0.0,1,0.0,1,3.67,SAT,,2.047,
4,2,6,0.3,0,1.7449000928282739,-1,0.3,0.0,1,0.0,1,3.9699999999999998,SAT,,2.017,
5,2,25,60.9,0,300.0,-1,60.9,0.0,1,0.0,1,64.87,SAT,,62.064,
6,3,6,0.43,0,1.3926003765046597,-1,0.43,0.0,1,0.0,1,65.30000000000001,SAT,,2.02,
7,2,24,54.21,0,300.0,-1,54.21,0.0,1,0.0,2,119.51000000000002,SAT,,56.087,
8,4,1,1.57,0,3.017600279647112,-1,1.57,0.0,1,0.0,2,121.08000000000001,SAT,,2.037,
9,2,3,2.71,0,300.0,-1,2.71,0.0,1,0.0,2,123.79,SAT,,4.028,
10,5,3,2.68,0,4.525600381541253,-1,2.68,0.0,1,0.0,2,126.47000000000001,SAT,,4.022,
11,5,24,54.91,0,150.6872001927078,-1,54.91,0.0,1,0.0,2,181.38,SAT,,56.072,
12,5,25,60.44,0,79.30420062353015,-1,60.44,0.0,1,0.0,2,241.82,SAT,,62.076,
13,2,11,3.54,0,300.0,-1,3.54,0.0,1,0.0,3,245.35999999999999,SAT,,4.025,
14,6,24,54.59,0,71.47560045902729,-1,54.59,0.0,1,0.0,3,299.95,SAT,,56.069,
15,2,9,58.49,0,300.0,-1,58.49,0.0,1,0.0,3,358.44,SAT,,60.078,
16,7,25,60.18,0,80.17260021378398,-1,60.18,0.0,1,0.0,3,418.62,SAT,,62.075,
17,7,9,58.45,0,82.58020014350414,-1,58.45,0.0,1,0.0,3,477.07,SAT,,60.086,
18,7,11,3.47,0,6.59520040114522,-1,3.47,0.0,1,0.0,3,480.54,SAT,,4.024,
19,7,6,0.32,0,78.49040035938025,-1,0.32,0.0,1,0.0,3,480.86,SAT,,2.015,
20,7,1,1.81,0,78.07440058176518,-1,1.81,0.0,1,0.0,3,482.67,SAT,,2.017,
21,7,3,2.75,0,75.72140070458055,-1,2.75,0.0,1,0.0,3,485.42,SAT,,4.031,
22,7,24,54.95,0,72.14640048180819,-1,54.95,0.0,1,0.0,3,540.37,SAT,,56.075,
23,2,4,0.32,0,300.0,-1,0.32,0.0,1,0.0,4,540.69,SAT,,2.047,
24,8,25,60.32,0,80.17260021378398,-1,60.32,0.0,1,0.0,4,601.0100000000001,SAT,,62.079,
25,8,24,54.93,0,75.75520011444688,-1,54.93,0.0,1,0.0,4,655.94,SAT,,56.074,
26,8,3,2.66,0,4.346200105148554,-1,2.66,0.0,1,0.0,4,658.6,SAT,,4.026,
27,2,16,221.61,0,300.0,-1,221.61,0.0,1,0.0,4,880.21,SAT,,222.19,
28,9,25,60.22,0,80.17260021378398,-1,60.22,0.0,1,0.0,4,940.4300000000001,SAT,,62.075,
29,9,11,3.26,0,76.96420023997426,-1,3.26,0.0,1,0.0,4,943.69,SAT,,4.019,
30,9,24,55.41,0,72.72620041702986,-1,55.41,0.0,1,0.0,4,999.1,SAT,,56.07,
31,2,21,1.47,0,300.0,-1,1.47,0.0,1,0.0,5,1000.57,SAT,,2.039,
32,10,3,2.8,0,4.525600381541253,-1,2.8,0.0,1,0.0,5,1003.37,SAT,,4.02,
33,2,18,300.0,0,300.0,-1,0.0,0.0,0,0.0,5,1003.37,TIMEOUT,,303.277,
34,11,4,0.2,0,1.4186000901937486,-1,0.2,0.0,1,0.0,5,1003.57,SAT,,2.017,
35,11,21,1.28,0,291.16520055418016,-1,1.28,0.0,1,0.0,5,1004.85,SAT,,2.038,
36,11,16,220.04,0,289.50120071728827,-1,220.04,0.0,1,0.0,5,1224.89,SAT,,220.172,
37,11,24,55.25,0,300.0,-1,55.25,0.0,1,0.0,5,1280.14,SAT,,56.073,
38,11,11,3.57,0,300.0,-1,3.57,0.0,1,0.0,5,1283.71,SAT,,4.026,
39,11,18,300.0,0,300.0,-1,0.0,0.0,0,0.0,5,1283.71,TIMEOUT,,303.31,
40,11,6,0.31,0,2.453400463211536,-1,0.31,0.0,1,0.0,5,1284.02,SAT,,2.02,
41,11,9,57.95,0,162.80060053651334,-1,57.95,0.0,1,0.0,5,1341.97,SAT,,58.089,
42,11,3,2.67,0,87.46560017426611,-1,2.67,0.0,1,0.0,5,1344.64,SAT,,4.027,
43,11,25,60.3,0,83.99460025911331,-1,60.3,0.0,1,0.0,5,1404.94,SAT,,62.074,
44,11,1,1.56,0,5.604600485759973,-1,1.56,0.0,1,0.0,5,1406.5,SAT,,2.041,
45,11,26,123.55,0,300.0,-1,123.55,0.0,1,0.0,6,1530.05,SAT,,124.143,
46,12,16,222.6,0,287.05460012738706,-1,222.6,0.0,1,0.0,6,1752.6499999999999,SAT,,224.182,
47,11,15,300.0,0,300.0,-1,0.0,0.0,0,0.0,6,1752.6499999999999,TIMEOUT,,303.288,
48,13,1,1.58,0,3.0306004997074605,-1,1.58,0.0,1,0.0,6,1754.2299999999998,SAT,,2.036,
49,11,22,0.2,0,300.0,-1,0.2,0.0,1,0.0,7,1754.4299999999998,SAT,,2.023,
50,14,26,123.37,0,161.61760012467505,-1,123.37,0.0,1,0.0,7,1877.7999999999997,SAT,,124.123,
51,14,25,60.66,0,300.0,-1,60.66,0.0,1,0.0,7,1938.4599999999998,SAT,,62.071,
52,14,18,300.0,0,300.0,-1,0.0,0.0,0,0.0,7,1938.4599999999998,TIMEOUT,,303.298,
53,11,23,34.51,0,300.0,-1,34.51,0.0,1,0.0,7,1972.9699999999998,SAT,,36.055,
54,15,6,0.42,0,1.4056005965650082,-1,0.42,0.0,1,0.0,7,1973.3899999999999,SAT,,2.017,
55,11,10,0.2,0,300.0,-1,0.2,0.0,1,0.0,8,1973.59,SAT,,2.039,
