1: constrained_branching='1', dom_opt='1', f_clique_lb='1', f_clique_lb_c='1', f_deg2='1', f_deg2_heur='1', f_deg3='1', f_dom='1', f_lp='1', f_lp_lb='1', f_lp_lb_c='1', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
2: constrained_branching='0', dom_opt='0', f_clique_lb='49', f_clique_lb_c='10', f_deg2='7', f_deg2_heur='86', f_deg3='13', f_dom='88', f_lp='20', f_lp_lb='79', f_lp_lb_c='18', lb_opt='1', lb_opt_c='0', limit_kern_branch='425', limit_kern_start='368'
3: constrained_branching='1', dom_opt='1', f_clique_lb='30', f_clique_lb_c='17', f_deg2='2', f_deg2_heur='40', f_deg3='9', f_dom='61', f_lp='74', f_lp_lb='50', f_lp_lb_c='10', lb_opt='1', lb_opt_c='0', limit_kern_branch='52', limit_kern_start='51'
4: constrained_branching='0', dom_opt='1', f_clique_lb='57', f_clique_lb_c='13', f_deg2='31', f_deg2_heur='37', f_deg3='55', f_dom='32', f_lp='76', f_lp_lb='46', f_lp_lb_c='1', lb_opt='0', lb_opt_c='1', limit_kern_branch='375', limit_kern_start='156'
5: constrained_branching='1', dom_opt='1', f_clique_lb='46', f_clique_lb_c='20', f_deg2='78', f_deg2_heur='28', f_deg3='52', f_dom='64', f_lp='17', f_lp_lb='36', f_lp_lb_c='19', lb_opt='1', lb_opt_c='0', limit_kern_branch='500', limit_kern_start='260'
6: constrained_branching='1', dom_opt='1', f_clique_lb='50', f_clique_lb_c='7', f_deg2='59', f_deg2_heur='80', f_deg3='78', f_dom='69', f_lp='53', f_lp_lb='57', f_lp_lb_c='19', lb_opt='0', lb_opt_c='1', limit_kern_branch='467', limit_kern_start='160'
7: constrained_branching='0', dom_opt='0', f_clique_lb='62', f_clique_lb_c='5', f_deg2='36', f_deg2_heur='18', f_deg3='59', f_dom='1', f_lp='51', f_lp_lb='24', f_lp_lb_c='5', lb_opt='0', lb_opt_c='1', limit_kern_branch='188', limit_kern_start='139'
8: constrained_branching='0', dom_opt='0', f_clique_lb='71', f_clique_lb_c='9', f_deg2='43', f_deg2_heur='50', f_deg3='26', f_dom='84', f_lp='22', f_lp_lb='54', f_lp_lb_c='13', lb_opt='0', lb_opt_c='0', limit_kern_branch='453', limit_kern_start='210'
9: constrained_branching='0', dom_opt='1', f_clique_lb='41', f_clique_lb_c='18', f_deg2='41', f_deg2_heur='50', f_deg3='22', f_dom='74', f_lp='9', f_lp_lb='29', f_lp_lb_c='16', lb_opt='0', lb_opt_c='1', limit_kern_branch='375', limit_kern_start='156'
10: constrained_branching='0', dom_opt='0', f_clique_lb='67', f_clique_lb_c='4', f_deg2='51', f_deg2_heur='31', f_deg3='37', f_dom='65', f_lp='55', f_lp_lb='53', f_lp_lb_c='1', lb_opt='0', lb_opt_c='0', limit_kern_branch='244', limit_kern_start='348'
11: constrained_branching='0', dom_opt='0', f_clique_lb='67', f_clique_lb_c='4', f_deg2='51', f_deg2_heur='31', f_deg3='37', f_dom='65', f_lp='55', f_lp_lb='53', f_lp_lb_c='9', lb_opt='0', lb_opt_c='0', limit_kern_branch='467', limit_kern_start='348'
