"Validation Configuration ID","Configuration ","Sample Call String"
"1","-constrained_branching '0' -dom_opt '0' -f_clique_lb '9' -f_clique_lb_c '1' -f_deg2 '5' -f_deg2_heur '3' -f_deg3 '2' -f_dom '5' -f_lp '4' -f_lp_lb '11' -f_lp_lb_c '7' -lb_opt '0' -lb_opt_c '0' -limit_kern_branch '329' -limit_kern_start '10'","bash ../smac_run.sh vc-test/test-instances/000900_000000005400.input.dimacs 0 300.0 2147483647 -1 -constrained_branching '0' -dom_opt '0' -f_clique_lb '9' -f_clique_lb_c '1' -f_deg2 '5' -f_deg2_heur '3' -f_deg3 '2' -f_dom '5' -f_lp '4' -f_lp_lb '11' -f_lp_lb_c '7' -lb_opt '0' -lb_opt_c '0' -limit_kern_branch '329' -limit_kern_start '10' "
