"Validation Configuration ID","Configuration ","Sample Call String"
"1","-constrained_branching '1' -dom_opt '0' -f_clique_lb '37379' -f_deg2 '9700' -f_deg2_heur '15376' -f_deg3 '6130' -f_dom '30311' -f_lp '37570' -f_lp_lb '20905' -limit_kern_branch '3492' -limit_kern_start '21019'","bash ../smac_run.sh vc-test/test-instances/000900_000000005400.input.dimacs 0 300.0 2147483647 -1 -constrained_branching '1' -dom_opt '0' -f_clique_lb '37379' -f_deg2 '9700' -f_deg2_heur '15376' -f_deg3 '6130' -f_dom '30311' -f_lp '37570' -f_lp_lb '20905' -limit_kern_branch '3492' -limit_kern_start '21019' "
