"Validation Configuration ID","Configuration ","Sample Call String"
"1","-constrained_branching '1' -dom_opt '0' -f_clique_lb '9' -f_clique_lb_c '6' -f_deg2 '10' -f_deg2_heur '6' -f_deg3 '2' -f_dom '9' -f_lp '10' -f_lp_lb '7' -f_lp_lb_c '5' -lb_opt '1' -lb_opt_c '0' -limit_kern_branch '127' -limit_kern_start '440'","bash ../smac_run.sh vc-test/test-instances/000900_000000005400.input.dimacs 0 300.0 2147483647 -1 -constrained_branching '1' -dom_opt '0' -f_clique_lb '9' -f_clique_lb_c '6' -f_deg2 '10' -f_deg2_heur '6' -f_deg3 '2' -f_dom '9' -f_lp '10' -f_lp_lb '7' -f_lp_lb_c '5' -lb_opt '1' -lb_opt_c '0' -limit_kern_branch '127' -limit_kern_start '440' "
