Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,14,0.42,0,300.0,-1,0.42,0.0,1,0.0,0,0.42,SAT,,2.026,
2,1,2,1.12,0,300.0,-1,1.12,0.0,1,0.0,1,1.54,SAT,,2.05,
3,2,2,1.18,0,2.458600260663032,-1,1.18,0.0,1,0.0,1,2.7199999999999998,SAT,,2.015,
4,1,26,123.46,0,300.0,-1,123.46,0.0,1,0.0,1,126.17999999999999,SAT,,124.224,
5,3,26,123.42,0,161.50060032342674,-1,123.42,0.0,1,0.0,1,249.6,SAT,,124.128,
6,3,2,1.21,0,3.0592001121222974,-1,1.21,0.0,1,0.0,1,250.81,SAT,,2.039,
7,3,14,0.41,0,1.486200362789631,-1,0.41,0.0,1,0.0,1,251.22,SAT,,2.017,
8,1,6,0.44,0,300.0,-1,0.44,0.0,1,0.0,2,251.66,SAT,,2.015,
9,4,6,0.3,0,1.574600551623106,-1,0.3,0.0,1,0.0,2,251.96,SAT,,2.02,
10,4,14,0.32,0,162.23120019619466,-1,0.32,0.0,1,0.0,2,252.28,SAT,,2.018,
11,4,26,124.49,0,161.8152004185796,-1,124.49,0.0,1,0.0,2,376.77,SAT,,126.139,
12,1,16,93.77,0,300.0,-1,93.77,0.0,1,0.0,2,470.53999999999996,SAT,,94.081,
13,5,14,0.35,0,1.548600111502409,-1,0.35,0.0,1,0.0,2,470.89,SAT,,2.015,
14,5,6,0.3,0,3.1242004859924317,-1,0.3,0.0,1,0.0,2,471.19,SAT,,2.02,
15,5,2,1.15,0,2.7342004220664498,-1,1.15,0.0,1,0.0,2,472.34,SAT,,2.036,
16,5,26,123.94,0,283.64080016349556,-1,123.94,0.0,1,0.0,2,596.28,SAT,,124.143,
17,5,16,93.18,0,122.5188004862249,-1,93.18,0.0,1,0.0,2,689.46,SAT,,94.084,
18,5,21,1.57,0,300.0,-1,1.57,0.0,1,0.0,3,691.0300000000001,SAT,,2.04,
19,6,6,0.3,0,1.3926003765046597,-1,0.3,0.0,1,0.0,3,691.33,SAT,,2.02,
