1,2.0,2.0,0.03333333333333333,0.05,0.05,0.05,0.05,0.05,0.05,0.03333333333333333,0.05,2.0,2.0,0.998991935483871,0.998991935483871
2,2.0,2.0,0.3,0.25,0.15,0.35,0.85,0.55,0.95,0.03333333333333333,0.75,2.0,1.0,0.3639112903225806,0.36189516129032256
3,2.0,2.0,0.9666666666666667,0.65,0.35,0.55,0.15,0.65,0.85,0.6333333333333333,0.35,1.0,2.0,0.9425403225806451,0.38810483870967744
4,2.0,2.0,0.6333333333333333,0.05,0.75,0.85,0.85,0.05,0.45,0.23333333333333334,0.25,2.0,1.0,0.7328629032258065,0.017137096774193547
5,1.0,2.0,0.1,0.65,0.85,0.05,0.05,0.45,0.05,0.5666666666666667,0.95,1.0,2.0,0.34576612903225806,0.3860887096774194
6,1.0,1.0,0.5666666666666667,0.35,0.95,0.95,0.75,0.65,0.75,0.5666666666666667,0.85,2.0,1.0,0.46068548387096775,0.09173387096774194
7,2.0,1.0,0.5,0.25,0.75,0.85,0.35,0.85,0.35,0.23333333333333334,0.45,1.0,1.0,0.96875,0.5231854838709677
8,2.0,2.0,0.5,0.05,0.75,0.55,0.15,0.95,0.55,0.9,0.25,2.0,2.0,0.6340725806451613,0.21875
9,1.0,2.0,0.36666666666666664,0.85,0.25,0.85,0.65,0.95,0.85,0.9,0.45,2.0,1.0,0.8336693548387096,0.5413306451612904
10,2.0,2.0,0.8333333333333334,0.65,0.15,0.65,0.45,0.35,0.45,0.5,0.65,2.0,2.0,0.28326612903225806,0.5554435483870968
11,2.0,2.0,0.9666666666666667,0.75,0.95,0.45,0.25,0.05,0.15,0.5,0.25,1.0,2.0,0.09979838709677419,0.9526209677419355
12,2.0,1.0,0.03333333333333333,0.45,0.65,0.95,0.05,0.95,0.55,0.36666666666666664,0.75,2.0,1.0,0.2006048387096774,0.10181451612903226
13,2.0,2.0,0.8333333333333334,0.05,0.85,0.25,0.25,0.95,0.85,0.43333333333333335,0.35,2.0,2.0,0.2368951612903226,0.5090725806451613
14,2.0,1.0,0.5,0.65,0.35,0.45,0.45,0.35,0.15,0.03333333333333333,0.35,1.0,1.0,0.6018145161290323,0.39213709677419356
15,2.0,2.0,0.5,0.95,0.05,0.65,0.15,0.95,0.85,0.23333333333333334,0.85,2.0,1.0,0.6381048387096774,0.8981854838709677
16,1.0,1.0,0.3,0.95,0.95,0.45,0.85,0.15,0.05,0.9,0.85,2.0,1.0,0.2752016129032258,0.07963709677419355
17,2.0,2.0,0.43333333333333335,0.05,0.75,0.55,0.85,0.55,0.15,0.9,0.25,2.0,2.0,0.5897177419354839,0.021169354838709676
18,1.0,2.0,0.1,0.75,0.65,0.25,0.65,0.15,0.85,0.43333333333333335,0.55,1.0,2.0,0.06149193548387097,0.65625
19,2.0,1.0,0.16666666666666666,0.25,0.95,0.75,0.85,0.25,0.25,0.9666666666666667,0.95,2.0,1.0,0.8558467741935484,0.8679435483870968
20,1.0,1.0,0.7666666666666667,0.25,0.35,0.75,0.55,0.95,0.25,0.36666666666666664,0.65,2.0,1.0,0.2530241935483871,0.9022177419354839
21,2.0,1.0,0.8333333333333334,0.35,0.45,0.15,0.85,0.35,0.35,0.43333333333333335,0.15,1.0,1.0,0.8961693548387096,0.9163306451612904
22,2.0,2.0,0.23333333333333334,0.75,0.85,0.95,0.35,0.45,0.35,0.7,0.05,2.0,2.0,0.24294354838709678,0.37399193548387094
23,1.0,1.0,0.5,0.25,0.05,0.55,0.15,0.65,0.75,0.6333333333333333,0.95,2.0,2.0,0.3659274193548387,0.7368951612903226
24,2.0,2.0,0.23333333333333334,0.25,0.45,0.65,0.15,0.45,0.95,0.43333333333333335,0.75,2.0,1.0,0.3215725806451613,0.873991935483871
25,1.0,1.0,0.5666666666666667,0.75,0.45,0.25,0.25,0.75,0.95,0.03333333333333333,0.95,1.0,2.0,0.9465725806451613,0.5473790322580645
26,2.0,1.0,0.5666666666666667,0.85,0.55,0.35,0.05,0.15,0.95,0.23333333333333334,0.75,1.0,1.0,0.3598790322580645,0.8881048387096774
27,2.0,1.0,0.9,0.85,0.45,0.85,0.85,0.85,0.05,0.5,0.95,1.0,2.0,0.6703629032258065,0.4889112903225806
28,1.0,1.0,0.9666666666666667,0.05,0.65,0.65,0.65,0.25,0.05,0.1,0.65,2.0,2.0,0.5030241935483871,0.06350806451612903
29,1.0,1.0,0.43333333333333335,0.75,0.25,0.35,0.05,0.85,0.05,0.43333333333333335,0.95,2.0,1.0,0.6582661290322581,0.44455645161290325
30,2.0,2.0,0.6333333333333333,0.05,0.55,0.45,0.25,0.15,0.05,0.5666666666666667,0.55,1.0,2.0,0.29939516129032256,0.9868951612903226
31,2.0,2.0,0.9,0.35,0.15,0.85,0.85,0.65,0.65,0.3,0.25,2.0,2.0,0.1280241935483871,0.8921370967741935
32,1.0,2.0,0.7666666666666667,0.25,0.05,0.45,0.65,0.85,0.35,0.7666666666666667,0.15,1.0,1.0,0.19858870967741934,0.6058467741935484
33,2.0,1.0,0.1,0.35,0.75,0.25,0.85,0.15,0.25,0.9666666666666667,0.65,2.0,2.0,0.7127016129032258,0.6098790322580645
34,2.0,1.0,0.23333333333333334,0.85,0.55,0.75,0.85,0.25,0.15,0.43333333333333335,0.35,2.0,1.0,0.2973790322580645,0.24899193548387097
35,1.0,1.0,0.5,0.25,0.85,0.35,0.35,0.85,0.45,0.3,0.15,2.0,2.0,0.7026209677419355,0.19858870967741934
36,2.0,2.0,0.5,0.95,0.15,0.25,0.95,0.65,0.85,0.3,0.75,1.0,1.0,0.1905241935483871,0.8860887096774194
37,1.0,1.0,0.9,0.35,0.45,0.05,0.45,0.05,0.45,0.9666666666666667,0.15,2.0,2.0,0.47076612903225806,0.8276209677419355
38,2.0,2.0,0.7666666666666667,0.25,0.25,0.65,0.65,0.05,0.45,0.3,0.45,2.0,1.0,0.18245967741935484,0.9022177419354839
39,1.0,2.0,0.9,0.35,0.35,0.45,0.85,0.75,0.35,0.5666666666666667,0.75,1.0,2.0,0.8276209677419355,0.7590725806451613
40,2.0,2.0,0.9,0.85,0.45,0.85,0.85,0.85,0.05,0.5,0.95,1.0,2.0,0.6703629032258065,0.7913306451612904
41,1.0,1.0,0.16666666666666666,0.15,0.05,0.75,0.45,0.05,0.35,0.9,0.65,2.0,1.0,0.7288306451612904,0.05141129032258065
42,1.0,1.0,0.16666666666666666,0.55,0.05,0.45,0.95,0.45,0.45,0.1,0.75,2.0,2.0,0.0010080645161290322,0.9506048387096774
43,2.0,2.0,0.5,0.25,0.05,0.85,0.35,0.75,0.15,0.5666666666666667,0.75,1.0,1.0,0.8094758064516129,0.19455645161290322
44,1.0,2.0,0.3,0.35,0.45,0.45,0.35,0.75,0.45,0.8333333333333334,0.95,1.0,2.0,0.7953629032258065,0.8356854838709677
45,2.0,2.0,0.9,0.95,0.65,0.25,0.45,0.75,0.95,0.9666666666666667,0.15,1.0,1.0,0.9284274193548387,0.7550403225806451
46,2.0,1.0,0.9666666666666667,0.05,0.25,0.65,0.15,0.95,0.65,0.5666666666666667,0.25,2.0,2.0,0.6340725806451613,0.751008064516129
47,1.0,2.0,0.8333333333333334,0.95,0.25,0.35,0.45,0.85,0.35,0.3,0.85,1.0,2.0,0.7469758064516129,0.005040322580645161
48,1.0,2.0,0.5666666666666667,0.25,0.75,0.55,0.15,0.45,0.25,0.43333333333333335,0.55,2.0,2.0,0.9566532258064516,0.6018145161290323
49,1.0,1.0,0.7,0.15,0.15,0.75,0.55,0.05,0.25,0.7,0.45,2.0,2.0,0.19254032258064516,0.21673387096774194
50,2.0,2.0,0.9,0.35,0.15,0.85,0.85,0.35,0.65,0.3,0.25,2.0,2.0,0.1280241935483871,0.8921370967741935
51,2.0,1.0,0.3,0.75,0.25,0.75,0.15,0.15,0.25,0.9,0.75,1.0,2.0,0.15625,0.07358870967741936
52,2.0,2.0,0.9,0.35,0.65,0.25,0.45,0.55,0.55,0.9666666666666667,0.65,2.0,2.0,0.7086693548387096,0.7550403225806451
53,1.0,1.0,0.43333333333333335,0.45,0.95,0.95,0.75,0.65,0.65,0.43333333333333335,0.55,2.0,2.0,0.057459677419354836,0.15423387096774194
54,1.0,2.0,0.03333333333333333,0.05,0.35,0.85,0.15,0.95,0.55,0.9,0.25,2.0,2.0,0.14818548387096775,0.21875
55,2.0,1.0,0.9,0.75,0.15,0.95,0.85,0.45,0.45,0.8333333333333334,0.45,2.0,2.0,0.6764112903225806,0.6058467741935484
56,1.0,1.0,0.1,0.75,0.65,0.05,0.65,0.05,0.85,0.43333333333333335,0.25,1.0,2.0,0.06149193548387097,0.65625
57,1.0,1.0,0.3,0.95,0.05,0.75,0.55,0.45,0.25,0.36666666666666664,0.35,2.0,2.0,0.9122983870967742,0.12600806451612903
58,1.0,2.0,0.03333333333333333,0.05,0.35,0.85,0.15,0.95,0.55,0.9,0.25,2.0,2.0,0.01310483870967742,0.21875
59,2.0,1.0,0.23333333333333334,0.45,0.35,0.15,0.95,0.45,0.15,0.6333333333333333,0.45,1.0,1.0,0.24294354838709678,0.1663306451612903
60,1.0,1.0,0.1,0.75,0.35,0.35,0.65,0.15,0.85,0.43333333333333335,0.55,2.0,2.0,0.06149193548387097,0.65625
61,2.0,2.0,0.36666666666666664,0.05,0.25,0.75,0.65,0.25,0.75,0.1,0.85,2.0,2.0,0.5957661290322581,0.813508064516129
62,2.0,1.0,0.23333333333333334,0.45,0.35,0.15,0.95,0.45,0.45,0.6333333333333333,0.45,2.0,1.0,0.24294354838709678,0.1663306451612903
