1: constrained_branching='1', dom_opt='1', f_clique_lb='1', f_clique_lb_c='1', f_deg2='1', f_deg2_heur='1', f_deg3='1', f_dom='1', f_lp='1', f_lp_lb='1', f_lp_lb_c='1', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
2: constrained_branching='1', dom_opt='1', f_clique_lb='5', f_clique_lb_c='3', f_deg2='2', f_deg2_heur='4', f_deg3='9', f_dom='6', f_lp='10', f_lp_lb='1', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='185', limit_kern_start='184'
3: constrained_branching='1', dom_opt='1', f_clique_lb='15', f_clique_lb_c='7', f_deg2='4', f_deg2_heur='6', f_deg3='2', f_dom='7', f_lp='9', f_lp_lb='10', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='472', limit_kern_start='197'
4: constrained_branching='1', dom_opt='1', f_clique_lb='10', f_clique_lb_c='1', f_deg2='8', f_deg2_heur='9', f_deg3='9', f_dom='1', f_lp='5', f_lp_lb='4', f_lp_lb_c='3', lb_opt='1', lb_opt_c='0', limit_kern_branch='368', limit_kern_start='13'
5: constrained_branching='0', dom_opt='1', f_clique_lb='2', f_clique_lb_c='7', f_deg2='9', f_deg2_heur='1', f_deg3='1', f_dom='5', f_lp='1', f_lp_lb='9', f_lp_lb_c='10', lb_opt='0', lb_opt_c='1', limit_kern_branch='176', limit_kern_start='196'
6: constrained_branching='0', dom_opt='0', f_clique_lb='9', f_clique_lb_c='4', f_deg2='10', f_deg2_heur='10', f_deg3='8', f_dom='7', f_lp='8', f_lp_lb='9', f_lp_lb_c='9', lb_opt='1', lb_opt_c='0', limit_kern_branch='233', limit_kern_start='50'
7: constrained_branching='1', dom_opt='0', f_clique_lb='8', f_clique_lb_c='3', f_deg2='8', f_deg2_heur='9', f_deg3='4', f_dom='9', f_lp='4', f_lp_lb='4', f_lp_lb_c='5', lb_opt='0', lb_opt_c='0', limit_kern_branch='485', limit_kern_start='264'
8: constrained_branching='1', dom_opt='1', f_clique_lb='8', f_clique_lb_c='1', f_deg2='8', f_deg2_heur='6', f_deg3='2', f_dom='10', f_lp='6', f_lp_lb='14', f_lp_lb_c='3', lb_opt='1', lb_opt_c='1', limit_kern_branch='319', limit_kern_start='113'
9: constrained_branching='0', dom_opt='1', f_clique_lb='6', f_clique_lb_c='9', f_deg2='3', f_deg2_heur='9', f_deg3='7', f_dom='10', f_lp='9', f_lp_lb='14', f_lp_lb_c='5', lb_opt='1', lb_opt_c='0', limit_kern_branch='418', limit_kern_start='273'
10: constrained_branching='1', dom_opt='1', f_clique_lb='13', f_clique_lb_c='7', f_deg2='2', f_deg2_heur='7', f_deg3='5', f_dom='4', f_lp='5', f_lp_lb='8', f_lp_lb_c='7', lb_opt='1', lb_opt_c='1', limit_kern_branch='145', limit_kern_start='280'
11: constrained_branching='1', dom_opt='1', f_clique_lb='15', f_clique_lb_c='8', f_deg2='10', f_deg2_heur='5', f_deg3='3', f_dom='1', f_lp='2', f_lp_lb='8', f_lp_lb_c='3', lb_opt='0', lb_opt_c='1', limit_kern_branch='54', limit_kern_start='477'
