file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,1.90s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,1.14s,872,0,0,0,225,0,225,0,0,0,0,1,correct
random/001000_000000010000.input,2.70s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.34s,34,8,13,0,26,0,24,16,0,0,2,1,correct
dimacs/chesapeake.graph.dimacs,0.22s,22,2,8,3,4,0,3,8,0,0,1,1,correct
dimacs/football.graph.dimacs,
dimacs/jazz.graph.dimacs,36.19s,158,725,99,0,540,0,224,414,0,0,319,1,correct
dimacs/email.graph.dimacs,14.39s,594,146,281,0,2059,0,1972,3619,0,0,66,1,correct
dimacs/add20.graph.dimacs,1.75s,1265,4,755,0,823,0,809,209,0,0,1,1,correct
dimacs/polblogs.graph.dimacs,3.32s,560,26,193,12,1719,7,1692,877,0,0,2,1,correct
dimacs/as-22july06.graph.dimacs,3.02s,3303,5,7,1,3286,0,3284,10,0,0,2,1,correct
dimacs/cond-mat.graph.dimacs,
dimacs/astro-ph.graph.dimacs,
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.42s,1052,2,4,0,1045,0,1045,3,0,0,1,1,correct
snap/ca-GrQc.txt.dimacs,121.55s,2783,323,1270,0,1504,0,1494,436,0,0,1,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.43s,2574,0,0,0,2523,0,2523,0,0,0,0,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.47s,3428,2,0,1,3427,0,3426,0,0,0,1,1,correct
snap/p2p-Gnutella25.txt.dimacs,1.54s,6017,0,0,0,6008,0,6008,0,0,0,0,1,correct
snap/ca-HepPh.txt.dimacs,
snap/email-Enron.txt.dimacs,
snap/soc-sign-Slashdot081106.txt.dimacs,55.23s,19614,7,86,1,19499,0,19494,91,0,0,2,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,60.59s,21305,4,112,0,21143,0,21140,57,0,0,1,1,correct
snap/soc-Slashdot0811.txt.dimacs,35.72s,24046,20,440,0,23522,0,23507,218,0,0,1,1,correct
snap/soc-sign-epinions.txt.dimacs,128.30s,28184,38,330,0,28016,0,27966,701,0,0,9,1,correct
snap/loc-gowalla_edges.txt.dimacs,
