file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000900_000000005400.input,0.96s,892,0,0,0,892,0,892,0,0,0,0,1,correct
random/000900_000000009000.input,2.11s,895,0,0,0,895,0,895,0,0,0,0,1,correct
random/001000_000000003000.input,6.12s,982,0,459,0,836,0,836,121,0,0,2,1,correct
dimacs/karate.graph.dimacs,0.13s,14,0,0,0,11,0,11,2,0,0,0,1,correct
dimacs/adjnoun.graph.dimacs,0.10s,59,0,9,0,36,0,36,27,4,0,2,1,correct
dimacs/celegans_metabolic.graph.dimacs,0.10s,249,0,8,0,124,0,120,83,3,0,2,1,correct
dimacs/netscience.graph.dimacs,0.26s,899,0,335,0,412,0,404,215,155,0,3,1,correct
dimacs/power.graph.dimacs,0.22s,2203,0,8,0,2047,0,2045,116,4,0,2,1,correct
dimacs/uk.graph.dimacs,
dimacs/add32.graph.dimacs,0.22s,2674,0,0,0,1781,0,1776,449,0,0,0,1,correct
dimacs/3elt.graph.dimacs,
dimacs/data.graph.dimacs,
dimacs/PGPgiantcompo.graph.dimacs,0.72s,4342,0,437,0,3560,0,3511,380,239,0,3,1,correct
dimacs/whitaker3.graph.dimacs,
dimacs/crack.graph.dimacs,197.15s,5637,0,5394,0,16566,0,16509,3375,1342,18,7,1,correct
dimacs/fe_4elt2.graph.dimacs,
dimacs/cs4.graph.dimacs,
dimacs/4elt.graph.dimacs,
dimacs/cti.graph.dimacs,
dimacs/memplus.graph.dimacs,1.38s,10072,0,2,0,5176,0,5133,2469,0,0,3,1,correct
dimacs/cond-mat-2005.graph.dimacs,111.11s,23106,0,8403,0,12479,0,12249,5378,3476,0,3,1,correct
dimacs/fe_ocean.graph.dimacs,
snap/email-Eu-core.txt.dimacs,0.54s,579,0,257,0,504,0,498,275,134,2,3,1,correct
snap/p2p-Gnutella08.txt.dimacs,0.27s,2054,0,0,0,2051,0,2051,3,0,0,0,1,correct
snap/ca-HepTh.txt.dimacs,0.73s,4981,0,425,0,3467,0,3407,758,204,0,3,1,correct
snap/p2p-Gnutella06.txt.dimacs,0.42s,3405,0,0,0,3404,0,3404,1,0,0,0,1,correct
snap/p2p-Gnutella04.txt.dimacs,0.60s,4348,0,-1,1,4347,0,4346,0,0,0,1,1,correct
snap/facebook_combined.txt.dimacs,
snap/ca-CondMat.txt.dimacs,19.66s,13521,0,4454,0,7136,0,6977,3178,1923,0,3,1,correct
snap/ca-AstroPh.txt.dimacs,68.82s,12012,0,5547,0,5204,0,5116,3211,2907,0,3,1,correct
snap/soc-sign-Slashdot090221.txt.dimacs,61.57s,21314,0,2,0,21142,0,21134,105,0,0,3,1,correct
snap/soc-Epinions1.txt.dimacs,25.83s,22280,0,177,0,21475,0,21386,508,158,0,4,1,correct
snap/soc-Slashdot0902.txt.dimacs,37.03s,25770,0,74,0,25012,0,24903,592,53,0,3,1,correct
snap/amazon0302.txt.dimacs,
snap/com-dblp.ungraph.txt.dimacs,
snap/twitter_combined.txt.dimacs,
snap/roadNet-TX.txt.dimacs,
