file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,2.89s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,1.65s,872,0,0,0,225,0,225,0,0,0,0,1,correct
random/001000_000000010000.input,4.48s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.38s,34,0,13,0,27,0,25,25,0,0,3,1,correct
dimacs/chesapeake.graph.dimacs,0.43s,22,0,8,1,20,0,19,33,0,0,1,1,correct
dimacs/football.graph.dimacs,
dimacs/jazz.graph.dimacs,
dimacs/email.graph.dimacs,
dimacs/add20.graph.dimacs,5.51s,1265,0,755,0,2670,0,2590,1392,0,0,9,1,correct
dimacs/polblogs.graph.dimacs,6.65s,560,0,193,0,1952,0,1921,986,0,0,4,1,correct
dimacs/as-22july06.graph.dimacs,6.78s,3303,0,7,0,3368,0,3350,55,0,0,6,1,correct
dimacs/cond-mat.graph.dimacs,
dimacs/astro-ph.graph.dimacs,
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.94s,1052,0,4,0,1060,0,1055,9,0,0,5,1,correct
snap/ca-GrQc.txt.dimacs,
snap/p2p-Gnutella09.txt.dimacs,0.65s,2574,0,0,0,2523,0,2523,0,0,0,0,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.75s,3428,0,0,0,3427,0,3427,0,0,0,1,1,correct
snap/p2p-Gnutella25.txt.dimacs,2.33s,6017,0,0,0,6008,0,6008,0,0,0,0,1,correct
snap/ca-HepPh.txt.dimacs,
snap/email-Enron.txt.dimacs,
snap/soc-sign-Slashdot081106.txt.dimacs,
snap/soc-sign-Slashdot090216.txt.dimacs,
snap/soc-Slashdot0811.txt.dimacs,
snap/soc-sign-epinions.txt.dimacs,
snap/loc-gowalla_edges.txt.dimacs,
