file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,2.52s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,15.04s,872,0,458,0,595,0,580,214,3,78,1,1,correct
random/001000_000000010000.input,4.13s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.20s,34,0,9,0,14,0,14,9,5,3,2,1,correct
dimacs/chesapeake.graph.dimacs,0.20s,22,0,6,0,6,0,5,9,3,1,2,1,correct
dimacs/football.graph.dimacs,45.16s,94,0,67,0,3040,0,2344,14481,2130,392,1049,1,correct
dimacs/jazz.graph.dimacs,0.27s,158,0,45,0,15,0,15,47,102,0,3,1,correct
dimacs/email.graph.dimacs,0.97s,594,0,206,0,393,0,385,333,99,54,6,1,correct
dimacs/add20.graph.dimacs,0.38s,1265,0,99,0,1005,0,1005,44,171,0,3,1,correct
dimacs/polblogs.graph.dimacs,0.54s,560,0,97,0,445,0,441,47,44,36,2,1,correct
dimacs/as-22july06.graph.dimacs,3.99s,3303,0,7,0,3287,0,3287,12,5,3,2,1,correct
dimacs/cond-mat.graph.dimacs,19.82s,9436,0,2849,0,4785,0,4785,1195,2248,10,3,1,correct
dimacs/astro-ph.graph.dimacs,37.05s,10230,0,3322,0,4557,0,4554,1904,3604,17,3,1,correct
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.52s,1052,0,4,0,1045,0,1045,3,0,0,3,1,correct
snap/ca-GrQc.txt.dimacs,2.31s,2783,0,778,0,1698,0,1697,307,395,1,3,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.55s,2574,0,0,0,2570,0,2570,0,4,0,0,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.70s,3428,0,0,0,3427,0,3427,0,0,0,1,1,correct
snap/p2p-Gnutella25.txt.dimacs,1.50s,6017,0,1,0,6013,0,6013,2,1,1,1,1,correct
snap/ca-HepPh.txt.dimacs,29.97s,7012,0,2146,0,3712,0,3711,567,1517,14,3,1,correct
snap/email-Enron.txt.dimacs,45.22s,14437,0,3993,0,8989,0,8977,3472,2383,62,2,1,correct
snap/soc-sign-Slashdot081106.txt.dimacs,84.66s,19614,0,75,0,19516,0,19516,43,19,3,3,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,98.48s,21305,0,104,0,21179,0,21179,56,25,5,3,1,correct
snap/soc-Slashdot0811.txt.dimacs,51.35s,24046,0,368,0,23592,0,23592,191,76,4,3,1,correct
snap/soc-sign-epinions.txt.dimacs,130.38s,28184,0,239,0,27899,0,27898,234,116,23,2,1,correct
snap/loc-gowalla_edges.txt.dimacs,
