file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,1.63s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,6.72s,872,0,376,0,597,0,597,269,0,0,2,1,correct
random/001000_000000010000.input,4.54s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.14s,34,0,3,0,17,0,17,14,0,0,2,1,correct
dimacs/chesapeake.graph.dimacs,0.19s,22,0,8,1,10,0,8,22,0,0,2,1,correct
dimacs/football.graph.dimacs,
dimacs/jazz.graph.dimacs,18.83s,158,0,93,0,2449,0,1513,13752,68,0,579,1,correct
dimacs/email.graph.dimacs,1.02s,594,0,96,0,554,0,516,985,0,0,23,1,correct
dimacs/add20.graph.dimacs,0.15s,1265,0,0,0,847,0,832,217,0,0,1,1,correct
dimacs/polblogs.graph.dimacs,0.20s,560,0,0,0,425,0,420,105,0,0,0,1,correct
dimacs/as-22july06.graph.dimacs,2.59s,3303,0,0,0,3286,0,3283,12,0,0,0,1,correct
dimacs/cond-mat.graph.dimacs,
dimacs/astro-ph.graph.dimacs,
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.30s,1052,0,0,0,1044,0,1044,4,0,0,0,1,correct
snap/ca-GrQc.txt.dimacs,
snap/p2p-Gnutella09.txt.dimacs,0.36s,2574,0,0,0,2563,0,2563,10,0,0,0,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.64s,3428,0,0,0,3427,0,3427,1,0,0,0,1,correct
snap/p2p-Gnutella25.txt.dimacs,1.30s,6017,0,0,0,6013,0,6013,4,0,0,0,1,correct
snap/ca-HepPh.txt.dimacs,
snap/email-Enron.txt.dimacs,
snap/soc-sign-Slashdot081106.txt.dimacs,55.02s,19614,0,1,0,19503,0,19499,66,0,0,2,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,60.36s,21305,0,1,0,21169,0,21159,83,0,0,2,1,correct
snap/soc-Slashdot0811.txt.dimacs,35.02s,24046,0,37,0,23690,0,23572,553,0,0,24,1,correct
snap/soc-sign-epinions.txt.dimacs,127.81s,28184,0,54,0,28503,0,27975,1436,0,0,74,1,correct
snap/loc-gowalla_edges.txt.dimacs,
