file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree one rules,degree two rules,domination rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,2.81s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,10.67s,872,4,493,0,227,0,227,0,0,0,1,1,correct
random/001000_000000010000.input,4.49s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.60s,34,32,13,2,69,2,58,0,0,0,2,1,correct
dimacs/chesapeake.graph.dimacs,0.26s,22,7,8,2,13,0,13,0,0,0,1,1,correct
dimacs/football.graph.dimacs,s,0,,0
dimacs/jazz.graph.dimacs,s,0,,0
dimacs/email.graph.dimacs,s,0,,0
dimacs/add20.graph.dimacs,8.15s,1265,49,787,0,726,0,720,103,0,0,1,1,correct
dimacs/polblogs.graph.dimacs,11.77s,560,199,210,10,5316,4,5226,141,0,0,6,1,correct
dimacs/as-22july06.graph.dimacs,5.75s,3303,61,13,13,3357,5,3332,4,0,0,3,1,correct
dimacs/cond-mat.graph.dimacs,s,0,,0
dimacs/astro-ph.graph.dimacs,s,0,,0
dimacs/fe_tooth.graph.dimacs,s,0,,0
snap/as20000102.txt.dimacs,0.59s,1052,5,4,0,1048,0,1048,0,0,0,1,1,correct
snap/ca-GrQc.txt.dimacs,106.04s,2783,199,1366,0,1567,0,1559,395,163,0,1,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.74s,2574,2,7,11,2550,1,2548,0,0,0,1,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.82s,3428,2,0,1,3427,0,3426,0,0,0,1,1,correct
snap/p2p-Gnutella25.txt.dimacs,3.11s,6017,3,1,1,6010,0,6010,0,0,0,1,1,correct
snap/ca-HepPh.txt.dimacs,s,0,,0
snap/email-Enron.txt.dimacs,s,0,,0
snap/soc-sign-Slashdot081106.txt.dimacs,s,0,,0
snap/soc-sign-Slashdot090216.txt.dimacs,96.08s,21305,49,157,0,21190,0,21190,10,0,0,1,1,correct
snap/soc-Slashdot0811.txt.dimacs,49.49s,24046,53,517,0,23562,0,23555,186,0,0,1,1,correct
snap/soc-sign-epinions.txt.dimacs,s,0,,0
snap/loc-gowalla_edges.txt.dimacs,s,0,,0
