file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,2.28s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,5.66s,872,0,493,0,225,0,225,120,0,0,1,1,correct
random/001000_000000010000.input,4.35s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.20s,34,0,13,0,22,0,21,11,2,0,2,1,correct
dimacs/chesapeake.graph.dimacs,0.21s,22,0,8,1,19,0,17,17,4,0,2,1,correct
dimacs/football.graph.dimacs,129.44s,94,0,67,0,13707,0,9529,45140,7956,260,3083,1,correct
dimacs/jazz.graph.dimacs,0.59s,158,0,99,0,29,0,23,140,99,0,7,1,correct
dimacs/email.graph.dimacs,0.60s,594,0,297,0,451,0,440,424,46,0,5,1,correct
dimacs/add20.graph.dimacs,0.76s,1265,0,787,0,848,0,833,216,0,0,2,1,correct
dimacs/polblogs.graph.dimacs,0.46s,560,0,210,0,425,0,420,105,0,0,1,1,correct
dimacs/as-22july06.graph.dimacs,3.10s,3303,0,13,0,3286,0,3283,12,0,0,1,1,correct
dimacs/cond-mat.graph.dimacs,62.84s,9436,0,6479,0,4660,0,4512,5164,2785,0,4,1,correct
dimacs/astro-ph.graph.dimacs,
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.33s,1052,0,4,0,1044,0,1044,4,0,0,1,1,correct
snap/ca-GrQc.txt.dimacs,6.45s,2783,0,1366,0,1637,0,1607,834,567,0,4,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.64s,2574,0,7,0,2563,0,2563,10,0,0,1,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.71s,3428,0,0,0,3427,0,3427,1,0,0,1,1,correct
snap/p2p-Gnutella25.txt.dimacs,2.34s,6017,0,1,0,6013,0,6013,4,0,0,1,1,correct
snap/ca-HepPh.txt.dimacs,184.75s,7012,0,4558,0,3444,0,3351,2407,2893,0,4,1,correct
snap/email-Enron.txt.dimacs,105.16s,14437,0,8805,0,8180,0,7920,6287,2346,0,4,1,correct
snap/soc-sign-Slashdot081106.txt.dimacs,75.75s,19614,0,116,0,19505,0,19501,64,2,0,2,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,96.36s,21305,0,157,0,21168,0,21160,80,0,0,2,1,correct
snap/soc-Slashdot0811.txt.dimacs,67.09s,24046,0,517,0,23587,0,23546,285,29,0,4,1,correct
snap/soc-sign-epinions.txt.dimacs,186.74s,28184,0,453,0,27855,0,27816,270,44,0,5,1,correct
snap/loc-gowalla_edges.txt.dimacs,
