file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,1.73s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,8.19s,872,0,348,0,690,0,690,120,0,52,2,1,correct
random/001000_000000010000.input,3.63s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.16s,34,0,3,0,19,0,19,11,0,0,2,1,correct
dimacs/chesapeake.graph.dimacs,0.15s,22,0,8,1,19,0,17,12,1,0,2,1,correct
dimacs/football.graph.dimacs,155.52s,94,0,67,0,86915,0,79614,20645,21493,3252,4262,1,correct
dimacs/jazz.graph.dimacs,0.22s,158,0,93,0,40,0,40,27,101,2,2,1,correct
dimacs/email.graph.dimacs,0.29s,594,0,91,0,357,0,353,181,50,21,2,1,correct
dimacs/add20.graph.dimacs,0.24s,1265,0,0,0,848,0,833,216,0,0,1,1,correct
dimacs/polblogs.graph.dimacs,0.33s,560,0,0,0,425,0,420,105,0,0,0,1,correct
dimacs/as-22july06.graph.dimacs,4.64s,3303,0,0,0,3286,0,3283,12,0,0,0,1,correct
dimacs/cond-mat.graph.dimacs,10.37s,9436,0,3020,0,6193,0,6080,2900,2618,0,5,1,correct
dimacs/astro-ph.graph.dimacs,53.51s,10230,0,4458,0,4290,0,4213,2511,2515,9,3,1,correct
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.49s,1052,0,0,0,1044,0,1044,4,0,0,0,1,correct
snap/ca-GrQc.txt.dimacs,1.29s,2783,0,493,0,1702,0,1681,451,300,0,3,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.59s,2574,0,0,0,2563,0,2563,10,0,0,0,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.69s,3428,0,0,0,3427,0,3427,1,0,0,0,1,correct
snap/p2p-Gnutella25.txt.dimacs,2.28s,6017,0,0,0,6013,0,6013,4,0,0,0,1,correct
snap/ca-HepPh.txt.dimacs,27.37s,7012,0,2129,0,3612,0,3545,1200,1528,1,3,1,correct
snap/email-Enron.txt.dimacs,11.53s,14437,0,2907,0,8613,0,8448,2986,1136,1,3,1,correct
snap/soc-sign-Slashdot081106.txt.dimacs,61.23s,19614,0,1,0,19506,0,19502,63,0,0,2,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,85.88s,21305,0,1,0,21171,0,21162,80,0,0,2,1,correct
snap/soc-Slashdot0811.txt.dimacs,46.10s,24046,0,37,0,23586,0,23551,248,18,2,3,1,correct
snap/soc-sign-epinions.txt.dimacs,160.13s,28184,0,54,0,27844,0,27819,206,23,2,3,1,correct
snap/loc-gowalla_edges.txt.dimacs,
