file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,2.91s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,1.83s,872,0,0,0,225,0,225,120,0,0,0,1,correct
random/001000_000000010000.input,4.42s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.16s,34,0,0,0,14,0,13,12,3,0,0,1,correct
dimacs/chesapeake.graph.dimacs,0.26s,22,0,6,0,6,0,5,9,3,1,2,1,correct
dimacs/football.graph.dimacs,95.21s,94,0,67,0,2775,0,2117,14633,2467,398,1003,1,correct
dimacs/jazz.graph.dimacs,0.31s,158,0,0,0,9,0,9,30,100,1,0,1,correct
dimacs/email.graph.dimacs,0.38s,594,0,0,0,293,0,290,181,48,17,0,1,correct
dimacs/add20.graph.dimacs,0.33s,1265,0,0,0,847,0,832,216,0,0,2,1,correct
dimacs/polblogs.graph.dimacs,0.31s,560,0,0,0,425,0,420,105,0,0,0,1,correct
dimacs/as-22july06.graph.dimacs,4.66s,3303,0,0,0,3286,0,3283,12,0,0,0,1,correct
dimacs/cond-mat.graph.dimacs,4.74s,9436,0,4,0,3948,0,3864,2125,1337,0,3,1,correct
dimacs/astro-ph.graph.dimacs,63.99s,10230,0,6,0,2998,0,2926,2419,2516,4,2,1,correct
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.49s,1052,0,0,0,1044,0,1044,4,0,0,0,1,correct
snap/ca-GrQc.txt.dimacs,2.76s,2783,0,8,0,1579,0,1561,447,303,0,2,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.47s,2574,0,0,0,2563,0,2563,10,0,0,0,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.76s,3428,0,0,0,3427,0,3427,1,0,0,0,1,correct
snap/p2p-Gnutella25.txt.dimacs,2.17s,6017,0,0,0,6013,0,6013,4,0,0,0,1,correct
snap/ca-HepPh.txt.dimacs,71.25s,7012,0,11,0,3184,0,3119,1177,1531,0,2,1,correct
snap/email-Enron.txt.dimacs,9.73s,14437,0,4,0,7576,0,7411,2977,1134,0,3,1,correct
snap/soc-sign-Slashdot081106.txt.dimacs,82.54s,19614,0,0,0,19503,0,19499,64,2,0,0,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,94.08s,21305,0,0,0,21168,0,21160,80,3,0,0,1,correct
snap/soc-Slashdot0811.txt.dimacs,52.57s,24046,0,1,0,23564,0,23530,249,16,0,2,1,correct
snap/soc-sign-epinions.txt.dimacs,183.23s,28184,0,1,0,27819,0,27798,200,26,1,2,1,correct
snap/loc-gowalla_edges.txt.dimacs,
