file,time_in_seconds,solution_size,recursive_steps,first_lower_bound_difference,high_degree_rules,degree_zero_rules,extreme_reduction_rules,degree_one_rules,degree_two_rules,domination_rules,degree_three_rules,lower_bounds,finished,solution_size_verified
random/000800_000000008000.input,1.79s,796,0,0,0,796,0,796,0,0,0,0,1,correct
random/000900_000000002700.input,112.43s,872,77,457,34,545,0,537,163,7,146,1,1,correct
random/001000_000000010000.input,3.35s,997,0,0,0,997,0,997,0,0,0,0,1,correct
dimacs/dolphins.graph.dimacs,0.21s,34,5,14,2,13,0,13,10,0,3,1,1,correct
dimacs/chesapeake.graph.dimacs,0.19s,22,5,8,3,5,0,4,6,0,3,1,1,correct
dimacs/football.graph.dimacs,
dimacs/jazz.graph.dimacs,158.54s,158,15977,99,3050,15280,2853,6973,12547,2015,495,846,1,correct
dimacs/email.graph.dimacs,
dimacs/add20.graph.dimacs,1.10s,1265,4,787,0,847,0,832,215,0,0,1,1,correct
dimacs/polblogs.graph.dimacs,6.37s,560,134,200,115,1412,46,1318,992,7,133,5,1,correct
dimacs/as-22july06.graph.dimacs,5.32s,3303,5,12,2,3291,0,3282,20,0,2,1,1,correct
dimacs/cond-mat.graph.dimacs,
dimacs/astro-ph.graph.dimacs,
dimacs/fe_tooth.graph.dimacs,
snap/as20000102.txt.dimacs,0.56s,1052,2,4,0,1045,0,1045,3,0,0,1,1,correct
snap/ca-GrQc.txt.dimacs,37.62s,2783,173,1366,0,1572,0,1552,454,158,4,1,1,correct
snap/p2p-Gnutella09.txt.dimacs,0.48s,2574,1,-2,3,2534,0,2533,0,0,8,1,1,correct
snap/p2p-Gnutella05.txt.dimacs,0.54s,3428,2,0,1,3427,0,3426,0,0,0,1,1,correct
snap/p2p-Gnutella25.txt.dimacs,2.25s,6017,2,1,1,6010,0,6009,1,0,1,1,1,correct
snap/ca-HepPh.txt.dimacs,
snap/email-Enron.txt.dimacs,
snap/soc-sign-Slashdot081106.txt.dimacs,176.35s,19614,3856,116,2,26589,1283,24618,29152,0,2,183,1,correct
snap/soc-sign-Slashdot090216.txt.dimacs,106.36s,21305,5,157,0,21168,0,21157,80,0,3,1,1,correct
snap/soc-Slashdot0811.txt.dimacs,61.02s,24046,23,517,0,23567,0,23531,251,0,3,1,1,correct
snap/soc-sign-epinions.txt.dimacs,
snap/loc-gowalla_edges.txt.dimacs,
