1: constrained_branching='1', dom_opt='1', f_clique_lb='3', f_deg2='1', f_deg2_heur='1', f_deg3='2', f_dom='2', f_lp='3', f_lp_lb='3', limit_kern_branch='1000', limit_kern_start='1000'
2: constrained_branching='0', dom_opt='1', f_clique_lb='39394', f_deg2='35202', f_deg2_heur='36283', f_deg3='27030', f_dom='10453', f_lp='6559', f_lp_lb='249', limit_kern_branch='22606', limit_kern_start='10744'
3: constrained_branching='0', dom_opt='1', f_clique_lb='9510', f_deg2='1051', f_deg2_heur='13009', f_deg3='27150', f_dom='14864', f_lp='12390', f_lp_lb='28006', limit_kern_branch='1158', limit_kern_start='15392'
4: constrained_branching='0', dom_opt='1', f_clique_lb='17939', f_deg2='36596', f_deg2_heur='34886', f_deg3='3120', f_dom='3538', f_lp='27350', f_lp_lb='33512', limit_kern_branch='13263', limit_kern_start='29092'
5: constrained_branching='0', dom_opt='1', f_clique_lb='11672', f_deg2='34885', f_deg2_heur='36648', f_deg3='15044', f_dom='15864', f_lp='20719', f_lp_lb='32012', limit_kern_branch='6181', limit_kern_start='30529'
6: constrained_branching='0', dom_opt='1', f_clique_lb='32636', f_deg2='18895', f_deg2_heur='30328', f_deg3='3065', f_dom='13579', f_lp='841', f_lp_lb='36505', limit_kern_branch='33617', limit_kern_start='33954'
7: constrained_branching='1', dom_opt='0', f_clique_lb='31472', f_deg2='7218', f_deg2_heur='25105', f_deg3='32891', f_dom='24506', f_lp='37334', f_lp_lb='34687', limit_kern_branch='4099', limit_kern_start='21565'
8: constrained_branching='0', dom_opt='1', f_clique_lb='9932', f_deg2='39290', f_deg2_heur='1300', f_deg3='31056', f_dom='17040', f_lp='30557', f_lp_lb='7971', limit_kern_branch='37432', limit_kern_start='29502'
9: constrained_branching='0', dom_opt='1', f_clique_lb='31062', f_deg2='3806', f_deg2_heur='23806', f_deg3='1654', f_dom='11534', f_lp='4063', f_lp_lb='32248', limit_kern_branch='31205', limit_kern_start='22519'
10: constrained_branching='0', dom_opt='1', f_clique_lb='19233', f_deg2='36745', f_deg2_heur='5533', f_deg3='26523', f_dom='8801', f_lp='16416', f_lp_lb='31826', limit_kern_branch='14855', limit_kern_start='32367'
11: constrained_branching='0', dom_opt='0', f_clique_lb='11672', f_deg2='36926', f_deg2_heur='26343', f_deg3='15044', f_dom='15864', f_lp='39473', f_lp_lb='36444', limit_kern_branch='6181', limit_kern_start='20801'
12: constrained_branching='1', dom_opt='1', f_clique_lb='11764', f_deg2='28045', f_deg2_heur='9849', f_deg3='28767', f_dom='11515', f_lp='11949', f_lp_lb='1007', limit_kern_branch='29904', limit_kern_start='19684'
13: constrained_branching='1', dom_opt='0', f_clique_lb='11542', f_deg2='33793', f_deg2_heur='3124', f_deg3='36577', f_dom='27550', f_lp='20817', f_lp_lb='18003', limit_kern_branch='25628', limit_kern_start='32980'
14: constrained_branching='1', dom_opt='0', f_clique_lb='26768', f_deg2='16375', f_deg2_heur='33720', f_deg3='3164', f_dom='38209', f_lp='12863', f_lp_lb='37099', limit_kern_branch='37067', limit_kern_start='27698'
15: constrained_branching='1', dom_opt='1', f_clique_lb='2468', f_deg2='22281', f_deg2_heur='751', f_deg3='37983', f_dom='6833', f_lp='52', f_lp_lb='36586', limit_kern_branch='5784', limit_kern_start='33698'
16: constrained_branching='1', dom_opt='0', f_clique_lb='34585', f_deg2='12645', f_deg2_heur='32076', f_deg3='784', f_dom='9145', f_lp='25388', f_lp_lb='5450', limit_kern_branch='21813', limit_kern_start='17827'
17: constrained_branching='0', dom_opt='1', f_clique_lb='19233', f_deg2='38965', f_deg2_heur='5533', f_deg3='26523', f_dom='8801', f_lp='16416', f_lp_lb='31826', limit_kern_branch='14855', limit_kern_start='32367'
18: constrained_branching='0', dom_opt='0', f_clique_lb='34777', f_deg2='4729', f_deg2_heur='7034', f_deg3='3681', f_dom='35429', f_lp='7789', f_lp_lb='36494', limit_kern_branch='29459', limit_kern_start='11317'
19: constrained_branching='0', dom_opt='1', f_clique_lb='33837', f_deg2='3893', f_deg2_heur='18426', f_deg3='31538', f_dom='30047', f_lp='842', f_lp_lb='10062', limit_kern_branch='23792', limit_kern_start='17410'
20: constrained_branching='1', dom_opt='1', f_clique_lb='21691', f_deg2='24404', f_deg2_heur='30828', f_deg3='12338', f_dom='28213', f_lp='34409', f_lp_lb='7695', limit_kern_branch='3969', limit_kern_start='38020'
21: constrained_branching='1', dom_opt='0', f_clique_lb='26374', f_deg2='9895', f_deg2_heur='38193', f_deg3='26235', f_dom='38174', f_lp='1293', f_lp_lb='9132', limit_kern_branch='37392', limit_kern_start='16296'
22: constrained_branching='1', dom_opt='1', f_clique_lb='2702', f_deg2='39048', f_deg2_heur='19687', f_deg3='9748', f_dom='23472', f_lp='37177', f_lp_lb='22300', limit_kern_branch='9906', limit_kern_start='31386'
23: constrained_branching='1', dom_opt='1', f_clique_lb='2968', f_deg2='20130', f_deg2_heur='2064', f_deg3='21450', f_dom='9760', f_lp='31241', f_lp_lb='11888', limit_kern_branch='12979', limit_kern_start='8913'
24: constrained_branching='0', dom_opt='1', f_clique_lb='19233', f_deg2='39375', f_deg2_heur='14502', f_deg3='26523', f_dom='8801', f_lp='16416', f_lp_lb='31826', limit_kern_branch='14855', limit_kern_start='32367'
25: constrained_branching='1', dom_opt='0', f_clique_lb='37379', f_deg2='9700', f_deg2_heur='15376', f_deg3='6130', f_dom='30311', f_lp='37570', f_lp_lb='20905', limit_kern_branch='3492', limit_kern_start='21019'
26: constrained_branching='1', dom_opt='0', f_clique_lb='10422', f_deg2='38221', f_deg2_heur='2139', f_deg3='26694', f_dom='4632', f_lp='28884', f_lp_lb='37471', limit_kern_branch='12222', limit_kern_start='31761'
27: constrained_branching='0', dom_opt='0', f_clique_lb='13194', f_deg2='24234', f_deg2_heur='26317', f_deg3='26058', f_dom='8461', f_lp='3955', f_lp_lb='19010', limit_kern_branch='687', limit_kern_start='20455'
28: constrained_branching='0', dom_opt='1', f_clique_lb='19233', f_deg2='39761', f_deg2_heur='12547', f_deg3='26523', f_dom='8801', f_lp='16416', f_lp_lb='31826', limit_kern_branch='14855', limit_kern_start='32367'
29: constrained_branching='0', dom_opt='1', f_clique_lb='539', f_deg2='21435', f_deg2_heur='12716', f_deg3='481', f_dom='4817', f_lp='10527', f_lp_lb='36255', limit_kern_branch='515', limit_kern_start='26447'
