1,2.0,2.0,6.25E-5,1.25E-5,1.25E-5,3.75E-5,3.75E-5,6.25E-5,6.25E-5,0.0249875,0.0249875
2,1.0,2.0,0.9848375,0.8800375,0.9070625,0.6757375,0.2613125,0.1639625,0.0062125,0.5651375,0.2685875
3,1.0,2.0,0.2377375,0.0262625,0.3252125,0.6787375,0.3715875,0.3097375,0.7001375,0.0289375,0.3847875
4,1.0,2.0,0.4484625,0.9148875,0.8721375,0.0779875,0.0884375,0.6837375,0.8377875,0.3315625,0.7272875
5,1.0,2.0,0.2917875,0.8721125,0.9161875,0.3760875,0.3965875,0.5179625,0.8002875,0.1545125,0.7632125
6,1.0,2.0,0.8158875,0.4723625,0.7581875,0.0766125,0.3394625,0.0210125,0.9126125,0.8404125,0.8488375
7,2.0,1.0,0.7867875,0.1804375,0.6276125,0.8222625,0.6126375,0.9333375,0.8671625,0.1024625,0.5391125
8,1.0,2.0,0.2482875,0.9822375,0.0324875,0.7763875,0.4259875,0.7639125,0.1992625,0.9357875,0.7375375
9,1.0,2.0,0.7765375,0.0951375,0.5951375,0.0413375,0.2883375,0.1015625,0.8061875,0.7801125,0.5629625
10,1.0,2.0,0.4808125,0.9186125,0.1383125,0.6630625,0.2200125,0.4103875,0.7956375,0.3713625,0.8091625
11,1.0,1.0,0.2917875,0.9231375,0.6585625,0.3760875,0.3965875,0.9868125,0.9110875,0.1545125,0.5200125
12,2.0,2.0,0.2940875,0.7011125,0.2462125,0.7191625,0.2878625,0.2987125,0.0251625,0.7475875,0.4920875
13,2.0,1.0,0.2885375,0.8448125,0.0780875,0.9144125,0.6887375,0.5204125,0.4500625,0.6406875,0.8244875
14,2.0,1.0,0.6691875,0.4093625,0.8429875,0.0790875,0.9552125,0.3215625,0.9274625,0.9266625,0.6924375
15,2.0,2.0,0.0616875,0.5570125,0.0187625,0.9495625,0.1708125,0.0012875,0.9146375,0.1445875,0.8424375
16,2.0,1.0,0.8646125,0.3161125,0.8018875,0.0195875,0.2286125,0.6346875,0.1362375,0.5453125,0.4456625
17,1.0,2.0,0.4808125,0.9741125,0.1383125,0.6630625,0.2200125,0.4103875,0.7956375,0.3713625,0.8091625
18,1.0,1.0,0.8694125,0.1182125,0.1758375,0.0920125,0.8857125,0.1947125,0.9123375,0.7364625,0.2829125
19,1.0,2.0,0.8459125,0.0973125,0.4606375,0.7884375,0.7511625,0.0210375,0.2515375,0.5947875,0.4352375
20,2.0,2.0,0.5422625,0.6100875,0.7706875,0.3084375,0.7053125,0.8602125,0.1923625,0.0992125,0.9504875
21,2.0,1.0,0.6593375,0.2473625,0.9548125,0.6558625,0.9543375,0.0323125,0.2282875,0.9347875,0.4073875
22,2.0,2.0,0.0675375,0.9761875,0.4921625,0.2436875,0.5867875,0.9294125,0.5574875,0.2476375,0.7846375
23,2.0,2.0,0.0741875,0.5032375,0.0515875,0.5362375,0.2439875,0.7810125,0.2971875,0.3244625,0.2228125
24,1.0,2.0,0.4808125,0.9843625,0.3625375,0.6630625,0.2200125,0.4103875,0.7956375,0.3713625,0.8091625
25,2.0,1.0,0.9344625,0.2424875,0.3843875,0.1532375,0.7577625,0.9392375,0.5226125,0.0872875,0.5254625
26,2.0,1.0,0.2605375,0.9555125,0.0534625,0.6673375,0.1157875,0.7220875,0.9367625,0.3055375,0.7940125
27,1.0,1.0,0.3298375,0.6058375,0.6579125,0.6514375,0.2115125,0.0988625,0.4752375,0.0171625,0.5113625
28,1.0,2.0,0.4808125,0.9940125,0.3136625,0.6630625,0.2200125,0.4103875,0.7956375,0.3713625,0.8091625
29,1.0,2.0,0.0134625,0.5358625,0.3178875,0.0120125,0.1204125,0.2631625,0.9063625,0.0128625,0.6611625
30,2.0,1.0,0.1491125,0.2876375,0.3821625,0.7705625,0.4778125,0.4483125,0.1244125,0.0017125,0.4807625
31,2.0,1.0,0.0520375,0.0027625,0.0115875,0.5060625,0.6289625,0.6342875,0.6137375,0.7394125,0.1004625
32,2.0,2.0,0.0675375,0.9761875,0.4921625,0.2436875,0.3865375,0.9294125,0.7769875,0.2476375,0.7846375
33,1.0,1.0,0.3382125,0.1957875,0.2014125,0.8799625,0.0250625,0.4952875,0.1800125,0.1222375,0.3802375
34,2.0,1.0,0.8950125,0.2365875,0.2478875,0.3286875,0.4089375,0.2805875,0.7379125,0.2963125,0.2489375
35,2.0,2.0,0.9117375,0.7311625,0.7307125,0.1276625,0.7430625,0.1063875,0.8707125,0.0152375,0.7083875
36,2.0,1.0,0.1131125,0.3899625,0.3722125,0.9541875,0.7413625,0.2014625,0.5529625,0.9030875,0.0519875
37,2.0,2.0,0.8156875,0.7029875,0.9202125,0.3778125,0.6209875,0.4028125,0.9377875,0.7773875,0.5115125
38,2.0,2.0,0.2432125,0.9596625,0.7940875,0.1065125,0.8174375,0.3453125,0.5199625,0.9741375,0.3277125
39,1.0,1.0,0.7696625,0.3980375,0.6676375,0.5434875,0.0758875,0.8988125,0.2360125,0.0073625,0.2075875
40,1.0,1.0,0.3716625,0.6140125,0.9044125,0.3140375,0.5694125,0.4654625,0.6343625,0.8626625,0.0767125
41,1.0,1.0,0.2184125,0.8386125,0.2676625,0.3526125,0.2038125,0.7905875,0.0735125,0.0065125,0.8623125
42,1.0,2.0,0.4237875,0.3624125,0.3623875,0.6452375,0.0956125,0.5292625,0.5314625,0.3254125,0.3108875
43,1.0,2.0,0.9349875,0.1491125,0.9578875,0.5149125,0.2231125,0.6654375,0.7436375,0.0081625,0.8490125
44,2.0,1.0,0.6768125,0.6491125,0.7146625,0.1810125,0.5941625,0.9918625,0.0263625,0.4596125,0.5479875
45,1.0,1.0,0.0125875,0.5238375,0.6537375,0.0894625,0.1238625,0.2865375,0.8386875,0.0090375,0.8199625
46,1.0,1.0,0.2407125,0.4736875,0.7821875,0.5789625,0.8902125,0.8239875,0.8511875,0.1234875,0.4745375
47,1.0,1.0,0.2407125,0.4736875,0.7821875,0.4561375,0.8902125,0.8239875,0.8511875,0.1234875,0.4745375
48,1.0,1.0,0.7895375,0.1217375,0.1542375,0.4525625,0.6255125,0.7988875,0.9949875,0.9996875,0.6731875
49,1.0,1.0,0.3298375,0.6058375,0.5285625,0.6514375,0.2115125,0.0988625,0.4752375,0.1108375,0.5113625
50,2.0,2.0,0.8998875,0.4261625,0.8213375,0.1860125,0.2818375,0.2791625,0.9953625,0.2255375,0.8257125
51,1.0,1.0,0.0125875,0.5238375,0.6537375,0.0894625,0.1238625,0.2865375,0.8386875,0.0090375,0.7023875
52,1.0,2.0,0.5143125,0.0211125,0.1676125,0.2065125,0.6737125,0.5291375,0.5547625,0.0374875,0.3573125
53,1.0,2.0,0.1765625,0.9941875,0.9526875,0.3878125,0.6651125,0.5935875,0.6193375,0.7908875,0.5999625
54,1.0,1.0,0.5365625,0.3982375,0.8589375,0.1193875,0.0834375,0.1094125,0.1702625,0.6042125,0.8428625
55,1.0,2.0,0.5598375,0.4114875,0.1651375,0.1537125,0.1684125,0.3513125,0.0346125,0.9358375,0.1901875
56,1.0,2.0,0.5949375,0.4488875,0.0256625,0.5911625,0.1824625,0.4943625,0.3160375,0.4526625,0.3446375
57,2.0,2.0,0.7718375,0.0779125,0.3999625,0.3128625,0.6668125,0.0377125,0.8771125,0.3387125,0.9129625
58,2.0,1.0,0.8998875,0.4261625,0.8213375,0.1860125,0.7432875,0.2791625,0.9953625,0.2255375,0.8257125
59,2.0,2.0,0.1706125,0.2333875,0.7480375,0.0098375,0.5222875,0.5820375,0.9080625,0.4966125,0.7251375
60,1.0,1.0,0.2868875,0.4736875,0.7821875,0.7104125,0.8902125,0.8239875,0.8511875,0.1234875,0.4745375
61,1.0,2.0,0.3722875,0.8449375,0.7645125,0.7132125,0.2667375,0.7184375,0.7274125,0.4530125,0.2192875
62,1.0,1.0,0.2407125,0.4046125,0.6998625,0.5789625,0.8902125,0.8239875,0.8511875,0.1234875,0.4745375
