1,2.0,2.0,0.03333333333333333,0.05,0.05,0.05,0.05,0.05,0.05,0.03333333333333333,0.05,2.0,2.0,0.998991935483871,0.998991935483871
2,2.0,1.0,0.9,0.25,0.45,0.65,0.65,0.05,0.65,0.23333333333333334,0.35,1.0,2.0,0.24899193548387097,0.3497983870967742
3,2.0,2.0,0.7,0.65,0.65,0.55,0.35,0.35,0.05,0.8333333333333334,0.25,1.0,2.0,0.24092741935483872,0.40826612903225806
4,1.0,1.0,0.36666666666666664,0.65,0.85,0.75,0.15,0.35,0.75,0.7,0.05,1.0,2.0,0.18850806451612903,0.8014112903225806
5,2.0,2.0,0.1,0.05,0.45,0.05,0.45,0.45,0.65,0.43333333333333335,0.45,2.0,2.0,0.06754032258064516,0.3215725806451613
6,1.0,1.0,0.9,0.65,0.95,0.45,0.95,0.85,0.15,0.7,0.55,1.0,2.0,0.46875,0.6804435483870968
7,1.0,2.0,0.9666666666666667,0.95,0.55,0.75,0.25,0.25,0.75,0.9666666666666667,0.75,2.0,1.0,0.9868951612903226,0.9747983870967742
8,1.0,2.0,0.9666666666666667,0.45,0.35,0.35,0.75,0.25,0.75,0.1,0.35,2.0,1.0,0.4122983870967742,0.2530241935483871
9,1.0,1.0,0.23333333333333334,0.45,0.85,0.25,0.75,0.65,0.15,0.5,0.05,2.0,2.0,0.19455645161290322,0.34375
10,2.0,1.0,0.9,0.45,0.45,0.65,0.65,0.05,0.85,0.23333333333333334,0.35,1.0,2.0,0.1280241935483871,0.3497983870967742
11,2.0,2.0,0.9666666666666667,0.15,0.85,0.85,0.85,0.65,0.15,0.7,0.15,2.0,1.0,0.9203629032258065,0.5473790322580645
12,1.0,1.0,0.6333333333333333,0.65,0.65,0.45,0.15,0.35,0.75,0.8333333333333334,0.05,1.0,2.0,0.18850806451612903,0.3336693548387097
13,2.0,1.0,0.9666666666666667,0.35,0.35,0.95,0.25,0.85,0.45,0.9,0.65,1.0,1.0,0.7872983870967742,0.6844758064516129
14,1.0,1.0,0.6333333333333333,0.25,0.65,0.75,0.45,0.35,0.65,0.8333333333333334,0.25,1.0,2.0,0.06350806451612903,0.7953629032258065
15,1.0,2.0,0.8333333333333334,0.75,0.75,0.45,0.45,0.25,0.05,0.16666666666666666,0.25,2.0,2.0,0.9324596774193549,0.3719758064516129
16,1.0,1.0,0.7,0.25,0.65,0.75,0.15,0.35,0.75,0.7,0.25,1.0,2.0,0.07358870967741936,0.8014112903225806
17,1.0,1.0,0.7666666666666667,0.75,0.75,0.85,0.75,0.05,0.35,0.36666666666666664,0.25,2.0,2.0,0.5131048387096774,0.07560483870967742
18,1.0,1.0,0.9,0.05,0.15,0.25,0.35,0.85,0.35,0.9666666666666667,0.15,1.0,1.0,0.025201612903225805,0.936491935483871
