1: constrained_branching='1', dom_opt='1', f_clique_lb='1', f_clique_lb_c='1', f_deg2='1', f_deg2_heur='1', f_deg3='1', f_dom='1', f_lp='1', f_lp_lb='1', f_lp_lb_c='1', lb_opt='1', lb_opt_c='1', limit_kern_branch='500', limit_kern_start='500'
2: constrained_branching='0', dom_opt='1', f_clique_lb='3', f_clique_lb_c='5', f_deg2='2', f_deg2_heur='6', f_deg3='5', f_dom='4', f_lp='1', f_lp_lb='4', f_lp_lb_c='4', lb_opt='0', lb_opt_c='0', limit_kern_branch='341', limit_kern_start='267'
3: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='7', f_deg2='8', f_deg2_heur='8', f_deg3='6', f_dom='3', f_lp='7', f_lp_lb='8', f_lp_lb_c='2', lb_opt='0', lb_opt_c='0', limit_kern_branch='249', limit_kern_start='289'
4: constrained_branching='0', dom_opt='0', f_clique_lb='4', f_clique_lb_c='1', f_deg2='6', f_deg2_heur='6', f_deg3='2', f_dom='5', f_lp='4', f_lp_lb='5', f_lp_lb_c='6', lb_opt='0', lb_opt_c='1', limit_kern_branch='102', limit_kern_start='444'
5: constrained_branching='1', dom_opt='0', f_clique_lb='9', f_clique_lb_c='1', f_deg2='8', f_deg2_heur='10', f_deg3='9', f_dom='5', f_lp='10', f_lp_lb='3', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='465', limit_kern_start='406'
6: constrained_branching='1', dom_opt='0', f_clique_lb='3', f_clique_lb_c='10', f_deg2='7', f_deg2_heur='8', f_deg3='2', f_dom='10', f_lp='10', f_lp_lb='12', f_lp_lb_c='2', lb_opt='0', lb_opt_c='1', limit_kern_branch='113', limit_kern_start='8'
7: constrained_branching='1', dom_opt='0', f_clique_lb='9', f_clique_lb_c='1', f_deg2='8', f_deg2_heur='10', f_deg3='9', f_dom='5', f_lp='9', f_lp_lb='3', f_lp_lb_c='4', lb_opt='1', lb_opt_c='1', limit_kern_branch='465', limit_kern_start='406'
8: constrained_branching='1', dom_opt='0', f_clique_lb='15', f_clique_lb_c='3', f_deg2='8', f_deg2_heur='7', f_deg3='8', f_dom='9', f_lp='4', f_lp_lb='11', f_lp_lb_c='2', lb_opt='0', lb_opt_c='0', limit_kern_branch='8', limit_kern_start='377'
9: constrained_branching='1', dom_opt='0', f_clique_lb='15', f_clique_lb_c='3', f_deg2='8', f_deg2_heur='5', f_deg3='8', f_dom='9', f_lp='4', f_lp_lb='11', f_lp_lb_c='2', lb_opt='0', lb_opt_c='0', limit_kern_branch='8', limit_kern_start='377'
10: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='4', f_deg2='6', f_deg2_heur='2', f_deg3='9', f_dom='2', f_lp='10', f_lp_lb='6', f_lp_lb_c='1', lb_opt='1', lb_opt_c='1', limit_kern_branch='316', limit_kern_start='475'
11: constrained_branching='0', dom_opt='1', f_clique_lb='7', f_clique_lb_c='7', f_deg2='8', f_deg2_heur='8', f_deg3='8', f_dom='3', f_lp='10', f_lp_lb='5', f_lp_lb_c='1', lb_opt='0', lb_opt_c='0', limit_kern_branch='249', limit_kern_start='467'
12: constrained_branching='0', dom_opt='0', f_clique_lb='13', f_clique_lb_c='8', f_deg2='10', f_deg2_heur='7', f_deg3='3', f_dom='9', f_lp='4', f_lp_lb='13', f_lp_lb_c='10', lb_opt='1', lb_opt_c='1', limit_kern_branch='431', limit_kern_start='427'
13: constrained_branching='1', dom_opt='0', f_clique_lb='6', f_clique_lb_c='10', f_deg2='8', f_deg2_heur='3', f_deg3='10', f_dom='4', f_lp='10', f_lp_lb='7', f_lp_lb_c='7', lb_opt='1', lb_opt_c='0', limit_kern_branch='128', limit_kern_start='292'
14: constrained_branching='0', dom_opt='1', f_clique_lb='3', f_clique_lb_c='6', f_deg2='2', f_deg2_heur='9', f_deg3='6', f_dom='1', f_lp='4', f_lp_lb='1', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='172', limit_kern_start='496'
15: constrained_branching='0', dom_opt='1', f_clique_lb='8', f_clique_lb_c='3', f_deg2='2', f_deg2_heur='10', f_deg3='1', f_dom='1', f_lp='8', f_lp_lb='8', f_lp_lb_c='6', lb_opt='1', lb_opt_c='1', limit_kern_branch='191', limit_kern_start='495'
16: constrained_branching='0', dom_opt='1', f_clique_lb='13', f_clique_lb_c='9', f_deg2='5', f_deg2_heur='2', f_deg3='3', f_dom='2', f_lp='1', f_lp_lb='11', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='218', limit_kern_start='150'
17: constrained_branching='0', dom_opt='1', f_clique_lb='5', f_clique_lb_c='3', f_deg2='2', f_deg2_heur='10', f_deg3='1', f_dom='1', f_lp='4', f_lp_lb='8', f_lp_lb_c='6', lb_opt='1', lb_opt_c='1', limit_kern_branch='243', limit_kern_start='495'
18: constrained_branching='0', dom_opt='0', f_clique_lb='5', f_clique_lb_c='5', f_deg2='6', f_deg2_heur='1', f_deg3='9', f_dom='8', f_lp='4', f_lp_lb='5', f_lp_lb_c='3', lb_opt='0', lb_opt_c='0', limit_kern_branch='272', limit_kern_start='424'
19: constrained_branching='0', dom_opt='1', f_clique_lb='3', f_clique_lb_c='8', f_deg2='2', f_deg2_heur='9', f_deg3='6', f_dom='3', f_lp='4', f_lp_lb='1', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='172', limit_kern_start='496'
20: constrained_branching='0', dom_opt='0', f_clique_lb='12', f_clique_lb_c='2', f_deg2='9', f_deg2_heur='8', f_deg3='10', f_dom='2', f_lp='2', f_lp_lb='12', f_lp_lb_c='4', lb_opt='0', lb_opt_c='1', limit_kern_branch='269', limit_kern_start='139'
21: constrained_branching='0', dom_opt='0', f_clique_lb='3', f_clique_lb_c='6', f_deg2='2', f_deg2_heur='10', f_deg3='2', f_dom='1', f_lp='4', f_lp_lb='10', f_lp_lb_c='6', lb_opt='1', lb_opt_c='0', limit_kern_branch='209', limit_kern_start='496'
22: constrained_branching='1', dom_opt='0', f_clique_lb='9', f_clique_lb_c='9', f_deg2='6', f_deg2_heur='3', f_deg3='6', f_dom='10', f_lp='3', f_lp_lb='1', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='140', limit_kern_start='413'
23: constrained_branching='0', dom_opt='1', f_clique_lb='3', f_clique_lb_c='6', f_deg2='2', f_deg2_heur='10', f_deg3='6', f_dom='1', f_lp='3', f_lp_lb='1', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='172', limit_kern_start='496'
24: constrained_branching='0', dom_opt='1', f_clique_lb='3', f_clique_lb_c='10', f_deg2='9', f_deg2_heur='7', f_deg3='7', f_dom='10', f_lp='2', f_lp_lb='3', f_lp_lb_c='9', lb_opt='1', lb_opt_c='1', limit_kern_branch='469', limit_kern_start='25'
25: constrained_branching='1', dom_opt='0', f_clique_lb='6', f_clique_lb_c='9', f_deg2='6', f_deg2_heur='3', f_deg3='6', f_dom='10', f_lp='1', f_lp_lb='1', f_lp_lb_c='8', lb_opt='1', lb_opt_c='0', limit_kern_branch='292', limit_kern_start='413'
26: constrained_branching='1', dom_opt='1', f_clique_lb='4', f_clique_lb_c='3', f_deg2='8', f_deg2_heur='5', f_deg3='10', f_dom='10', f_lp='7', f_lp_lb='5', f_lp_lb_c='4', lb_opt='1', lb_opt_c='0', limit_kern_branch='439', limit_kern_start='336'
