Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,5,2.83,0,300.0,-1,2.83,0.0,1,0.0,0,2.83,SAT,,4.044,
2,1,23,33.2,0,300.0,-1,33.2,0.0,1,0.0,1,36.03,SAT,,34.061,
3,2,5,2.8,0,4.681600116539002,-1,2.8,0.0,1,0.0,1,38.83,SAT,,4.032,
4,2,23,33.12,0,44.202900369066,-1,33.12,0.0,1,0.0,1,71.94999999999999,SAT,,34.062,
5,2,9,300.0,0,300.0,-1,0.0,0.0,0,0.0,1,71.94999999999999,TIMEOUT,,303.442,
6,3,9,300.0,0,300.0,-1,0.0,0.0,0,0.0,1,71.94999999999999,TIMEOUT,,303.458,
7,3,23,33.05,0,47.701200310486556,-1,33.05,0.0,1,0.0,1,104.99999999999999,SAT,,34.044,
8,3,5,3.22,0,4.736200169074536,-1,3.22,0.0,1,0.0,1,108.21999999999998,SAT,,4.021,
9,2,16,300.0,0,300.0,-1,0.0,0.0,0,0.0,2,108.21999999999998,TIMEOUT,,303.239,
10,4,9,300.0,0,300.0,-1,0.0,0.0,0,0.0,2,108.21999999999998,TIMEOUT,,303.297,
11,4,5,3.3,0,47.701200310486556,-1,3.3,0.0,1,0.0,2,111.51999999999998,SAT,,4.022,
12,4,23,32.79,0,43.41120033373237,-1,32.79,0.0,1,0.0,2,144.30999999999997,SAT,,34.046,
13,2,6,0.41,0,300.0,-1,0.41,0.0,1,0.0,2,144.71999999999997,SAT,,2.018,
14,5,6,0.33,0,1.5356006178736687,-1,0.33,0.0,1,0.0,2,145.04999999999998,SAT,,2.017,
15,5,23,33.11,0,300.0,-1,33.11,0.0,1,0.0,2,178.15999999999997,SAT,,34.046,
16,5,9,300.0,0,300.0,-1,0.0,0.0,0,0.0,2,178.15999999999997,TIMEOUT,,303.299,
17,5,5,2.8,0,300.0,-1,2.8,0.0,1,0.0,2,180.95999999999998,SAT,,4.028,
18,5,16,300.0,0,300.0,-1,0.0,0.0,0,0.0,2,180.95999999999998,TIMEOUT,,303.249,
19,5,14,84.03,0,300.0,-1,84.03,0.0,1,0.0,3,264.99,SAT,,84.105,
20,1,16,300.0,0,300.0,-1,0.0,0.0,0,0.0,3,264.99,TIMEOUT,,303.25,
21,5,4,1.42,0,300.0,-1,1.42,0.0,1,0.0,3,266.41,SAT,,2.038,
22,6,5,2.78,0,4.642600182789565,-1,2.78,0.0,1,0.0,3,269.19,SAT,,4.02,
23,6,9,300.0,0,300.0,-1,0.0,0.0,0,0.0,3,269.19,TIMEOUT,,303.33,
